ts,datetime,MidPoint,MidPoint_500ms,MidPoint_1000ms
1345044118500000000,2012-08-15T10:21:58.500000000,2345.9,2345.9,2345.9
1345044119000000000,2012-08-15T10:21:59.000000000,2345.9,2345.9,2345.9
1345044119500000000,2012-08-15T10:21:59.500000000,2345.9,2345.9,2345.9
1345044120000000000,2012-08-15T10:22:00.000000000,2345.9,2345.9,2346.1
1345044120500000000,2012-08-15T10:22:00.500000000,2345.9,2346.1,2346.1
1345044121000000000,2012-08-15T10:22:01.000000000,2346.1,2346.1,2346.1
1345044121500000000,2012-08-15T10:22:01.500000000,2346.1,2346.1,2346
1345044122000000000,2012-08-15T10:22:02.000000000,2346.1,2346,2345.9
1345044122500000000,2012-08-15T10:22:02.500000000,2346,2345.9,2345.9
1345044123000000000,2012-08-15T10:22:03.000000000,2345.9,2345.9,2345.9
1345044123500000000,2012-08-15T10:22:03.500000000,2345.9,2345.9,2345.9
1345044124500000000,2012-08-15T10:22:04.500000000,2345.9,2345.8,2345.9
1345044125000000000,2012-08-15T10:22:05.000000000,2345.8,2345.9,2345.8
1345044125500000000,2012-08-15T10:22:05.500000000,2345.9,2345.8,2345.8
1345044126000000000,2012-08-15T10:22:06.000000000,2345.8,2345.8,2345.9
1345044126500000000,2012-08-15T10:22:06.500000000,2345.8,2345.9,2345.9
1345044127000000000,2012-08-15T10:22:07.000000000,2345.9,2345.9,2346.3
1345044127500000000,2012-08-15T10:22:07.500000000,2345.9,2346.3,2346.3
1345044128000000000,2012-08-15T10:22:08.000000000,2346.3,2346.3,2346.3
1345044128500000000,2012-08-15T10:22:08.500000000,2346.3,2346.3,2346.5
1345044129000000000,2012-08-15T10:22:09.000000000,2346.3,2346.5,2346.5
1345044129500000000,2012-08-15T10:22:09.500000000,2346.5,2346.5,2346.5
1345044130000000000,2012-08-15T10:22:10.000000000,2346.5,2346.5,2346.3
1345044130500000000,2012-08-15T10:22:10.500000000,2346.5,2346.3,2346.5
1345044131000000000,2012-08-15T10:22:11.000000000,2346.3,2346.5,2346.5
1345044131500000000,2012-08-15T10:22:11.500000000,2346.5,2346.5,2346.5
1345044132000000000,2012-08-15T10:22:12.000000000,2346.5,2346.5,2346.4
1345044132500000000,2012-08-15T10:22:12.500000000,2346.5,2346.4,2346.4
1345044133000000000,2012-08-15T10:22:13.000000000,2346.4,2346.4,2346.5
1345044133500000000,2012-08-15T10:22:13.500000000,2346.4,2346.5,2346.7
1345044134000000000,2012-08-15T10:22:14.000000000,2346.5,2346.7,2346.7
1345044134500000000,2012-08-15T10:22:14.500000000,2346.7,2346.7,2346.7
1345044135000000000,2012-08-15T10:22:15.000000000,2346.7,2346.7,2346.7
1345044135500000000,2012-08-15T10:22:15.500000000,2346.7,2346.7,2346.7
1345044136000000000,2012-08-15T10:22:16.000000000,2346.7,2346.7,2346.9
1345044136500000000,2012-08-15T10:22:16.500000000,2346.7,2346.9,2347.2
1345044137000000000,2012-08-15T10:22:17.000000000,2346.9,2347.2,2347.2
1345044137500000000,2012-08-15T10:22:17.500000000,2347.2,2347.2,2347.5
1345044138000000000,2012-08-15T10:22:18.000000000,2347.2,2347.5,2347.7
1345044138500000000,2012-08-15T10:22:18.500000000,2347.5,2347.7,2347.7
1345044139000000000,2012-08-15T10:22:19.000000000,2347.7,2347.7,2347.9
1345044139500000000,2012-08-15T10:22:19.500000000,2347.7,2347.9,2347.9
1345044140000000000,2012-08-15T10:22:20.000000000,2347.9,2347.9,2348
1345044140500000000,2012-08-15T10:22:20.500000000,2347.9,2348,2348.3
1345044141000000000,2012-08-15T10:22:21.000000000,2348,2348.3,2348.5
1345044141500000000,2012-08-15T10:22:21.500000000,2348.3,2348.5,2348.2
1345044142000000000,2012-08-15T10:22:22.000000000,2348.5,2348.2,2348.1
1345044142500000000,2012-08-15T10:22:22.500000000,2348.2,2348.1,2347.9
1345044143000000000,2012-08-15T10:22:23.000000000,2348.1,2347.9,2348.1
1345044143500000000,2012-08-15T10:22:23.500000000,2347.9,2348.1,2347.9
1345044144000000000,2012-08-15T10:22:24.000000000,2348.1,2347.9,2347.9
1345044144500000000,2012-08-15T10:22:24.500000000,2347.9,2347.9,2347.7
1345044145000000000,2012-08-15T10:22:25.000000000,2347.9,2347.7,2347.9
1345044145500000000,2012-08-15T10:22:25.500000000,2347.7,2347.9,2347.7
1345044146000000000,2012-08-15T10:22:26.000000000,2347.9,2347.7,2347.5
1345044146500000000,2012-08-15T10:22:26.500000000,2347.7,2347.5,2347.7
1345044147000000000,2012-08-15T10:22:27.000000000,2347.5,2347.7,2347.6
1345044147500000000,2012-08-15T10:22:27.500000000,2347.7,2347.6,2347.6
1345044148000000000,2012-08-15T10:22:28.000000000,2347.6,2347.6,2347.5
1345044148500000000,2012-08-15T10:22:28.500000000,2347.6,2347.5,2347.5
1345044149000000000,2012-08-15T10:22:29.000000000,2347.5,2347.5,2347.4
1345044149500000000,2012-08-15T10:22:29.500000000,2347.5,2347.4,2347.5
1345044150000000000,2012-08-15T10:22:30.000000000,2347.4,2347.5,2347.5
1345044150500000000,2012-08-15T10:22:30.500000000,2347.5,2347.5,2347.5
1345044151500000000,2012-08-15T10:22:31.500000000,2347.5,2347.5,2347.7
1345044152000000000,2012-08-15T10:22:32.000000000,2347.5,2347.7,2347.7
1345044152500000000,2012-08-15T10:22:32.500000000,2347.7,2347.7,2347.6
1345044153000000000,2012-08-15T10:22:33.000000000,2347.7,2347.6,2347.7
1345044153500000000,2012-08-15T10:22:33.500000000,2347.6,2347.7,2347.5
1345044154000000000,2012-08-15T10:22:34.000000000,2347.7,2347.5,2347.5
1345044154500000000,2012-08-15T10:22:34.500000000,2347.5,2347.5,2347.5
1345044155000000000,2012-08-15T10:22:35.000000000,2347.5,2347.5,2347.5
1345044155500000000,2012-08-15T10:22:35.500000000,2347.5,2347.5,2347.5
1345044156000000000,2012-08-15T10:22:36.000000000,2347.5,2347.5,2347.3
1345044156500000000,2012-08-15T10:22:36.500000000,2347.5,2347.3,2347.3
1345044157000000000,2012-08-15T10:22:37.000000000,2347.3,2347.3,2347.3
1345044157500000000,2012-08-15T10:22:37.500000000,2347.3,2347.3,2347.3
1345044158000000000,2012-08-15T10:22:38.000000000,2347.3,2347.3,2347.3
1345044158500000000,2012-08-15T10:22:38.500000000,2347.3,2347.3,2347.3
1345044159000000000,2012-08-15T10:22:39.000000000,2347.3,2347.3,2347.2
1345044159500000000,2012-08-15T10:22:39.500000000,2347.3,2347.2,2347.1
1345044160000000000,2012-08-15T10:22:40.000000000,2347.2,2347.1,2347.1
1345044160500000000,2012-08-15T10:22:40.500000000,2347.1,2347.1,2347.1
1345044161000000000,2012-08-15T10:22:41.000000000,2347.1,2347.1,2347
1345044161500000000,2012-08-15T10:22:41.500000000,2347.1,2347,2346.9
1345044162000000000,2012-08-15T10:22:42.000000000,2347,2346.9,2346.9
1345044162500000000,2012-08-15T10:22:42.500000000,2346.9,2346.9,2347.1
1345044163000000000,2012-08-15T10:22:43.000000000,2346.9,2347.1,2346.9
1345044163500000000,2012-08-15T10:22:43.500000000,2347.1,2346.9,2347.1
1345044164000000000,2012-08-15T10:22:44.000000000,2346.9,2347.1,2346.9
1345044164500000000,2012-08-15T10:22:44.500000000,2347.1,2346.9,2346.9
1345044165000000000,2012-08-15T10:22:45.000000000,2346.9,2346.9,2347
1345044165500000000,2012-08-15T10:22:45.500000000,2346.9,2347,2346.9
1345044166000000000,2012-08-15T10:22:46.000000000,2347,2346.9,2347.1
1345044166500000000,2012-08-15T10:22:46.500000000,2346.9,2347.1,2347.1
1345044167000000000,2012-08-15T10:22:47.000000000,2347.1,2347.1,2347.3
1345044167500000000,2012-08-15T10:22:47.500000000,2347.1,2347.3,2347.1
1345044168000000000,2012-08-15T10:22:48.000000000,2347.3,2347.1,2347.2
1345044168500000000,2012-08-15T10:22:48.500000000,2347.1,2347.2,2347.1
1345044169000000000,2012-08-15T10:22:49.000000000,2347.2,2347.1,2347.1
1345044169500000000,2012-08-15T10:22:49.500000000,2347.1,2347.1,2347.1
1345044170500000000,2012-08-15T10:22:50.500000000,2347.1,2346.9,2346.9
1345044171000000000,2012-08-15T10:22:51.000000000,2346.9,2346.9,2346.9
1345044171500000000,2012-08-15T10:22:51.500000000,2346.9,2346.9,2346.9
1345044172000000000,2012-08-15T10:22:52.000000000,2346.9,2346.9,2346.9
1345044172500000000,2012-08-15T10:22:52.500000000,2346.9,2346.9,2346.9
1345044173000000000,2012-08-15T10:22:53.000000000,2346.9,2346.9,2346.9
1345044173500000000,2012-08-15T10:22:53.500000000,2346.9,2346.9,2346.9
1345044174000000000,2012-08-15T10:22:54.000000000,2346.9,2346.9,2346.9
1345044174500000000,2012-08-15T10:22:54.500000000,2346.9,2346.9,2347
1345044175000000000,2012-08-15T10:22:55.000000000,2346.9,2347,2347
1345044175500000000,2012-08-15T10:22:55.500000000,2347,2347,2346.9
1345044176000000000,2012-08-15T10:22:56.000000000,2347,2346.9,2346.9
1345044176500000000,2012-08-15T10:22:56.500000000,2346.9,2346.9,2346.9
1345044177500000000,2012-08-15T10:22:57.500000000,2346.9,2346.9,2346.9
1345044178000000000,2012-08-15T10:22:58.000000000,2346.9,2346.9,2346.9
1345044178500000000,2012-08-15T10:22:58.500000000,2346.9,2346.9,2346.7
1345044179000000000,2012-08-15T10:22:59.000000000,2346.9,2346.7,2346.7
1345044179500000000,2012-08-15T10:22:59.500000000,2346.7,2346.7,2346.7
1345044180500000000,2012-08-15T10:23:00.500000000,2346.7,2346.7,2346.7
1345044181000000000,2012-08-15T10:23:01.000000000,2346.7,2346.7,2346.7
1345044181500000000,2012-08-15T10:23:01.500000000,2346.7,2346.7,2346.7
1345044182000000000,2012-08-15T10:23:02.000000000,2346.7,2346.7,2346.7
1345044182500000000,2012-08-15T10:23:02.500000000,2346.7,2346.7,2346.9
1345044183000000000,2012-08-15T10:23:03.000000000,2346.7,2346.9,2346.7
1345044183500000000,2012-08-15T10:23:03.500000000,2346.9,2346.7,2346.7
1345044184000000000,2012-08-15T10:23:04.000000000,2346.7,2346.7,2346.7
1345044184500000000,2012-08-15T10:23:04.500000000,2346.7,2346.7,2346.7
1345044185000000000,2012-08-15T10:23:05.000000000,2346.7,2346.7,2346.7
1345044185500000000,2012-08-15T10:23:05.500000000,2346.7,2346.7,2346.7
1345044186000000000,2012-08-15T10:23:06.000000000,2346.7,2346.7,2346.7
1345044186500000000,2012-08-15T10:23:06.500000000,2346.7,2346.7,2346.7
1345044187000000000,2012-08-15T10:23:07.000000000,2346.7,2346.7,2346.7
1345044187500000000,2012-08-15T10:23:07.500000000,2346.7,2346.7,2346.7
1345044188500000000,2012-08-15T10:23:08.500000000,2346.7,2346.6,2346.5
1345044189000000000,2012-08-15T10:23:09.000000000,2346.6,2346.5,2346.7
1345044189500000000,2012-08-15T10:23:09.500000000,2346.5,2346.7,2346.7
1345044190500000000,2012-08-15T10:23:10.500000000,2346.7,2346.7,2346.7
1345044191000000000,2012-08-15T10:23:11.000000000,2346.7,2346.7,2346.5
1345044191500000000,2012-08-15T10:23:11.500000000,2346.7,2346.5,2346.5
1345044192000000000,2012-08-15T10:23:12.000000000,2346.5,2346.5,2346.5
1345044192500000000,2012-08-15T10:23:12.500000000,2346.5,2346.5,2346.5
1345044193500000000,2012-08-15T10:23:13.500000000,2346.5,2346.5,2346.3
1345044194000000000,2012-08-15T10:23:14.000000000,2346.5,2346.3,2346.3
1345044194500000000,2012-08-15T10:23:14.500000000,2346.3,2346.3,2346.3
1345044195000000000,2012-08-15T10:23:15.000000000,2346.3,2346.3,2346.3
1345044195500000000,2012-08-15T10:23:15.500000000,2346.3,2346.3,2346.1
1345044196000000000,2012-08-15T10:23:16.000000000,2346.3,2346.1,2346.1
1345044196500000000,2012-08-15T10:23:16.500000000,2346.1,2346.1,2346.1
1345044197000000000,2012-08-15T10:23:17.000000000,2346.1,2346.1,2346.1
1345044197500000000,2012-08-15T10:23:17.500000000,2346.1,2346.1,2346.1
1345044198000000000,2012-08-15T10:23:18.000000000,2346.1,2346.1,2346.1
1345044198500000000,2012-08-15T10:23:18.500000000,2346.1,2346.1,2346.1
1345044199000000000,2012-08-15T10:23:19.000000000,2346.1,2346.1,2346.1
1345044199500000000,2012-08-15T10:23:19.500000000,2346.1,2346.1,2346.1
1345044200000000000,2012-08-15T10:23:20.000000000,2346.1,2346.1,2346.1
1345044200500000000,2012-08-15T10:23:20.500000000,2346.1,2346.1,2346.1
1345044201500000000,2012-08-15T10:23:21.500000000,2346.1,2346.1,2346.1
1345044202000000000,2012-08-15T10:23:22.000000000,2346.1,2346.1,2345.9
1345044202500000000,2012-08-15T10:23:22.500000000,2346.1,2345.9,2346.1
1345044203000000000,2012-08-15T10:23:23.000000000,2345.9,2346.1,2346.1
1345044203500000000,2012-08-15T10:23:23.500000000,2346.1,2346.1,2346.1
1345044204000000000,2012-08-15T10:23:24.000000000,2346.1,2346.1,2346
1345044204500000000,2012-08-15T10:23:24.500000000,2346.1,2346,2345.9
1345044205000000000,2012-08-15T10:23:25.000000000,2346,2345.9,2345.9
1345044205500000000,2012-08-15T10:23:25.500000000,2345.9,2345.9,2345.9
1345044206000000000,2012-08-15T10:23:26.000000000,2345.9,2345.9,2345.9
1345044206500000000,2012-08-15T10:23:26.500000000,2345.9,2345.9,2346.1
1345044207000000000,2012-08-15T10:23:27.000000000,2345.9,2346.1,2346
1345044207500000000,2012-08-15T10:23:27.500000000,2346.1,2346,2346
1345044208000000000,2012-08-15T10:23:28.000000000,2346,2346,2346.1
1345044208500000000,2012-08-15T10:23:28.500000000,2346,2346.1,2345.9
1345044209000000000,2012-08-15T10:23:29.000000000,2346.1,2345.9,2345.9
1345044209500000000,2012-08-15T10:23:29.500000000,2345.9,2345.9,2345.9
1345044210000000000,2012-08-15T10:23:30.000000000,2345.9,2345.9,2346.1
1345044210500000000,2012-08-15T10:23:30.500000000,2345.9,2346.1,2346
1345044211000000000,2012-08-15T10:23:31.000000000,2346.1,2346,2346
1345044211500000000,2012-08-15T10:23:31.500000000,2346,2346,2345.7
1345044212000000000,2012-08-15T10:23:32.000000000,2346,2345.7,2345.7
1345044212500000000,2012-08-15T10:23:32.500000000,2345.7,2345.7,2345.7
1345044213000000000,2012-08-15T10:23:33.000000000,2345.7,2345.7,2345.9
1345044213500000000,2012-08-15T10:23:33.500000000,2345.7,2345.9,2346
1345044214000000000,2012-08-15T10:23:34.000000000,2345.9,2346,2346
1345044214500000000,2012-08-15T10:23:34.500000000,2346,2346,2346.1
1345044215000000000,2012-08-15T10:23:35.000000000,2346,2346.1,2346.1
1345044215500000000,2012-08-15T10:23:35.500000000,2346.1,2346.1,2346.1
1345044216000000000,2012-08-15T10:23:36.000000000,2346.1,2346.1,2346.1
1345044216500000000,2012-08-15T10:23:36.500000000,2346.1,2346.1,2346.1
1345044217000000000,2012-08-15T10:23:37.000000000,2346.1,2346.1,2346.1
1345044217500000000,2012-08-15T10:23:37.500000000,2346.1,2346.1,2346.1
1345044218000000000,2012-08-15T10:23:38.000000000,2346.1,2346.1,2346.1
1345044218500000000,2012-08-15T10:23:38.500000000,2346.1,2346.1,2346.1
1345044219000000000,2012-08-15T10:23:39.000000000,2346.1,2346.1,2346.1
1345044219500000000,2012-08-15T10:23:39.500000000,2346.1,2346.1,2346.3
1345044220000000000,2012-08-15T10:23:40.000000000,2346.1,2346.3,2346.3
1345044220500000000,2012-08-15T10:23:40.500000000,2346.3,2346.3,2346.3
1345044221000000000,2012-08-15T10:23:41.000000000,2346.3,2346.3,2346.5
1345044221500000000,2012-08-15T10:23:41.500000000,2346.3,2346.5,2346.5
1345044222500000000,2012-08-15T10:23:42.500000000,2346.5,2346.5,2346.5
1345044223000000000,2012-08-15T10:23:43.000000000,2346.5,2346.5,2346.5
1345044223500000000,2012-08-15T10:23:43.500000000,2346.5,2346.5,2346.4
1345044224000000000,2012-08-15T10:23:44.000000000,2346.5,2346.4,2346.4
1345044224500000000,2012-08-15T10:23:44.500000000,2346.4,2346.4,2346.3
1345044225000000000,2012-08-15T10:23:45.000000000,2346.4,2346.3,2346.3
1345044225500000000,2012-08-15T10:23:45.500000000,2346.3,2346.3,2346.3
1345044226000000000,2012-08-15T10:23:46.000000000,2346.3,2346.3,2346.3
1345044226500000000,2012-08-15T10:23:46.500000000,2346.3,2346.3,2346.3
1345044227000000000,2012-08-15T10:23:47.000000000,2346.3,2346.3,2346.3
1345044227500000000,2012-08-15T10:23:47.500000000,2346.3,2346.3,2346.3
1345044228000000000,2012-08-15T10:23:48.000000000,2346.3,2346.3,2346.3
1345044228500000000,2012-08-15T10:23:48.500000000,2346.3,2346.3,2346.3
1345044229000000000,2012-08-15T10:23:49.000000000,2346.3,2346.3,2346.3
1345044229500000000,2012-08-15T10:23:49.500000000,2346.3,2346.3,2346.3
1345044230500000000,2012-08-15T10:23:50.500000000,2346.3,2346.3,2346.3
1345044231000000000,2012-08-15T10:23:51.000000000,2346.3,2346.3,2346.3
1345044231500000000,2012-08-15T10:23:51.500000000,2346.3,2346.3,2346.3
1345044232000000000,2012-08-15T10:23:52.000000000,2346.3,2346.3,2346.3
1345044232500000000,2012-08-15T10:23:52.500000000,2346.3,2346.3,2346.3
1345044233000000000,2012-08-15T10:23:53.000000000,2346.3,2346.3,2346.5
1345044233500000000,2012-08-15T10:23:53.500000000,2346.3,2346.5,2346.5
1345044234000000000,2012-08-15T10:23:54.000000000,2346.5,2346.5,2346.5
1345044234500000000,2012-08-15T10:23:54.500000000,2346.5,2346.5,2346.5
1345044235000000000,2012-08-15T10:23:55.000000000,2346.5,2346.5,2346.5
1345044235500000000,2012-08-15T10:23:55.500000000,2346.5,2346.5,2346.6
1345044236000000000,2012-08-15T10:23:56.000000000,2346.5,2346.6,2346.7
1345044236500000000,2012-08-15T10:23:56.500000000,2346.6,2346.7,2346.7
1345044237000000000,2012-08-15T10:23:57.000000000,2346.7,2346.7,2346.6
1345044237500000000,2012-08-15T10:23:57.500000000,2346.7,2346.6,2346.5
1345044238000000000,2012-08-15T10:23:58.000000000,2346.6,2346.5,2346.5
1345044238500000000,2012-08-15T10:23:58.500000000,2346.5,2346.5,2346.7
1345044239000000000,2012-08-15T10:23:59.000000000,2346.5,2346.7,2346.7
1345044239500000000,2012-08-15T10:23:59.500000000,2346.7,2346.7,2346.7
1345044240000000000,2012-08-15T10:24:00.000000000,2346.7,2346.7,2346.7
1345044240500000000,2012-08-15T10:24:00.500000000,2346.7,2346.7,2346.7
1345044241000000000,2012-08-15T10:24:01.000000000,2346.7,2346.7,2346.9
1345044241500000000,2012-08-15T10:24:01.500000000,2346.7,2346.9,2346.9
1345044242000000000,2012-08-15T10:24:02.000000000,2346.9,2346.9,2346.9
1345044242500000000,2012-08-15T10:24:02.500000000,2346.9,2346.9,2347.1
1345044243000000000,2012-08-15T10:24:03.000000000,2346.9,2347.1,2347
1345044243500000000,2012-08-15T10:24:03.500000000,2347.1,2347,2346.7
1345044244000000000,2012-08-15T10:24:04.000000000,2347,2346.7,2346.5
1345044244500000000,2012-08-15T10:24:04.500000000,2346.7,2346.5,2346.5
1345044245000000000,2012-08-15T10:24:05.000000000,2346.5,2346.5,2346.7
1345044245500000000,2012-08-15T10:24:05.500000000,2346.5,2346.7,2346.7
1345044246000000000,2012-08-15T10:24:06.000000000,2346.7,2346.7,2346.7
1345044246500000000,2012-08-15T10:24:06.500000000,2346.7,2346.7,2346.7
1345044247000000000,2012-08-15T10:24:07.000000000,2346.7,2346.7,2346.7
1345044247500000000,2012-08-15T10:24:07.500000000,2346.7,2346.7,2346.7
1345044248500000000,2012-08-15T10:24:08.500000000,2346.7,2346.7,2346.7
1345044249000000000,2012-08-15T10:24:09.000000000,2346.7,2346.7,2346.7
1345044249500000000,2012-08-15T10:24:09.500000000,2346.7,2346.7,2346.9
1345044250000000000,2012-08-15T10:24:10.000000000,2346.7,2346.9,2346.9
1345044250500000000,2012-08-15T10:24:10.500000000,2346.9,2346.9,2346.8
1345044251000000000,2012-08-15T10:24:11.000000000,2346.9,2346.8,2346.7
1345044251500000000,2012-08-15T10:24:11.500000000,2346.8,2346.7,2346.7
1345044252000000000,2012-08-15T10:24:12.000000000,2346.7,2346.7,2346.7
1345044252500000000,2012-08-15T10:24:12.500000000,2346.7,2346.7,2346.7
1345044253000000000,2012-08-15T10:24:13.000000000,2346.7,2346.7,2346.7
1345044253500000000,2012-08-15T10:24:13.500000000,2346.7,2346.7,2346.7
1345044254000000000,2012-08-15T10:24:14.000000000,2346.7,2346.7,2346.7
1345044254500000000,2012-08-15T10:24:14.500000000,2346.7,2346.7,2346.5
1345044255000000000,2012-08-15T10:24:15.000000000,2346.7,2346.5,2346.5
1345044255500000000,2012-08-15T10:24:15.500000000,2346.5,2346.5,2346.5
1345044256000000000,2012-08-15T10:24:16.000000000,2346.5,2346.5,2346.5
1345044256500000000,2012-08-15T10:24:16.500000000,2346.5,2346.5,2346.5
1345044257500000000,2012-08-15T10:24:17.500000000,2346.5,2346.5,2346.5
1345044258000000000,2012-08-15T10:24:18.000000000,2346.5,2346.5,2346.5
1345044258500000000,2012-08-15T10:24:18.500000000,2346.5,2346.5,2346.5
1345044259000000000,2012-08-15T10:24:19.000000000,2346.5,2346.5,2346.5
1345044259500000000,2012-08-15T10:24:19.500000000,2346.5,2346.5,2346.6
1345044260000000000,2012-08-15T10:24:20.000000000,2346.5,2346.6,2346.7
1345044260500000000,2012-08-15T10:24:20.500000000,2346.6,2346.7,2346.7
1345044261000000000,2012-08-15T10:24:21.000000000,2346.7,2346.7,2346.7
1345044261500000000,2012-08-15T10:24:21.500000000,2346.7,2346.7,2346.7
1345044262000000000,2012-08-15T10:24:22.000000000,2346.7,2346.7,2346.7
1345044262500000000,2012-08-15T10:24:22.500000000,2346.7,2346.7,2346.7
1345044263500000000,2012-08-15T10:24:23.500000000,2346.7,2346.7,2346.7
1345044264000000000,2012-08-15T10:24:24.000000000,2346.7,2346.7,2346.7
1345044264500000000,2012-08-15T10:24:24.500000000,2346.7,2346.7,2346.7
1345044265000000000,2012-08-15T10:24:25.000000000,2346.7,2346.7,2346.9
1345044265500000000,2012-08-15T10:24:25.500000000,2346.7,2346.9,2346.9
1345044266000000000,2012-08-15T10:24:26.000000000,2346.9,2346.9,2346.7
1345044266500000000,2012-08-15T10:24:26.500000000,2346.9,2346.7,2346.7
1345044267000000000,2012-08-15T10:24:27.000000000,2346.7,2346.7,2346.7
1345044267500000000,2012-08-15T10:24:27.500000000,2346.7,2346.7,2346.7
1345044268000000000,2012-08-15T10:24:28.000000000,2346.7,2346.7,2346.7
1345044268500000000,2012-08-15T10:24:28.500000000,2346.7,2346.7,2346.7
1345044269000000000,2012-08-15T10:24:29.000000000,2346.7,2346.7,2346.7
1345044269500000000,2012-08-15T10:24:29.500000000,2346.7,2346.7,2346.9
1345044270000000000,2012-08-15T10:24:30.000000000,2346.7,2346.9,2346.7
1345044270500000000,2012-08-15T10:24:30.500000000,2346.9,2346.7,2346.7
1345044271500000000,2012-08-15T10:24:31.500000000,2346.7,2346.7,2346.7
1345044272000000000,2012-08-15T10:24:32.000000000,2346.7,2346.7,2346.7
1345044272500000000,2012-08-15T10:24:32.500000000,2346.7,2346.7,2346.7
1345044273500000000,2012-08-15T10:24:33.500000000,2346.7,2346.7,2346.5
1345044274000000000,2012-08-15T10:24:34.000000000,2346.7,2346.5,2346.5
1345044274500000000,2012-08-15T10:24:34.500000000,2346.5,2346.5,2346.5
1345044275500000000,2012-08-15T10:24:35.500000000,2346.5,2346.6,2346.6
1345044276000000000,2012-08-15T10:24:36.000000000,2346.6,2346.6,2346.6
1345044276500000000,2012-08-15T10:24:36.500000000,2346.6,2346.6,2346.6
1345044277500000000,2012-08-15T10:24:37.500000000,2346.6,2346.7,2346.5
1345044278000000000,2012-08-15T10:24:38.000000000,2346.7,2346.5,2346.7
1345044278500000000,2012-08-15T10:24:38.500000000,2346.5,2346.7,2346.7
1345044280000000000,2012-08-15T10:24:40.000000000,2346.7,2346.6,2346.5
1345044280500000000,2012-08-15T10:24:40.500000000,2346.6,2346.5,2346.5
1345044282000000000,2012-08-15T10:24:42.000000000,2346.5,2346.5,2346.6
1345044282500000000,2012-08-15T10:24:42.500000000,2346.5,2346.6,2346.6
1345044283000000000,2012-08-15T10:24:43.000000000,2346.6,2346.6,2346.5
1345044283500000000,2012-08-15T10:24:43.500000000,2346.6,2346.5,2346.5
1345044284000000000,2012-08-15T10:24:44.000000000,2346.5,2346.5,2346.6
1345044284500000000,2012-08-15T10:24:44.500000000,2346.5,2346.6,2346.6
1345044285000000000,2012-08-15T10:24:45.000000000,2346.6,2346.6,2346.5
1345044285500000000,2012-08-15T10:24:45.500000000,2346.6,2346.5,2346.5
1345044286000000000,2012-08-15T10:24:46.000000000,2346.5,2346.5,2346.5
1345044286500000000,2012-08-15T10:24:46.500000000,2346.5,2346.5,2346.6
1345044287000000000,2012-08-15T10:24:47.000000000,2346.5,2346.6,2346.5
1345044287500000000,2012-08-15T10:24:47.500000000,2346.6,2346.5,2346.5
1345044288000000000,2012-08-15T10:24:48.000000000,2346.5,2346.5,2346.7
1345044288500000000,2012-08-15T10:24:48.500000000,2346.5,2346.7,2346.7
1345044289000000000,2012-08-15T10:24:49.000000000,2346.7,2346.7,2346.7
1345044289500000000,2012-08-15T10:24:49.500000000,2346.7,2346.7,2346.7
1345044290000000000,2012-08-15T10:24:50.000000000,2346.7,2346.7,2346.7
1345044290500000000,2012-08-15T10:24:50.500000000,2346.7,2346.7,2346.9
1345044291000000000,2012-08-15T10:24:51.000000000,2346.7,2346.9,2346.9
1345044291500000000,2012-08-15T10:24:51.500000000,2346.9,2346.9,2346.9
1345044292000000000,2012-08-15T10:24:52.000000000,2346.9,2346.9,2346.9
1345044292500000000,2012-08-15T10:24:52.500000000,2346.9,2346.9,2346.9
1345044293000000000,2012-08-15T10:24:53.000000000,2346.9,2346.9,2346.9
1345044293500000000,2012-08-15T10:24:53.500000000,2346.9,2346.9,2346.9
1345044294000000000,2012-08-15T10:24:54.000000000,2346.9,2346.9,2346.9
1345044294500000000,2012-08-15T10:24:54.500000000,2346.9,2346.9,2346.9
1345044295000000000,2012-08-15T10:24:55.000000000,2346.9,2346.9,2347
1345044295500000000,2012-08-15T10:24:55.500000000,2346.9,2347,2347.1
1345044296000000000,2012-08-15T10:24:56.000000000,2347,2347.1,2347.1
1345044296500000000,2012-08-15T10:24:56.500000000,2347.1,2347.1,2347.1
1345044297000000000,2012-08-15T10:24:57.000000000,2347.1,2347.1,2347.1
1345044297500000000,2012-08-15T10:24:57.500000000,2347.1,2347.1,2347.1
1345044298000000000,2012-08-15T10:24:58.000000000,2347.1,2347.1,2347.1
1345044298500000000,2012-08-15T10:24:58.500000000,2347.1,2347.1,2347.1
1345044299500000000,2012-08-15T10:24:59.500000000,2347.1,2347.1,2347.1
1345044300000000000,2012-08-15T10:25:00.000000000,2347.1,2347.1,2347.1
1345044300500000000,2012-08-15T10:25:00.500000000,2347.1,2347.1,2347.3
1345044301000000000,2012-08-15T10:25:01.000000000,2347.1,2347.3,2347.3
1345044301500000000,2012-08-15T10:25:01.500000000,2347.3,2347.3,2348.1
1345044302000000000,2012-08-15T10:25:02.000000000,2347.3,2348.1,2347.6
1345044302500000000,2012-08-15T10:25:02.500000000,2348.1,2347.6,2347.9
1345044303000000000,2012-08-15T10:25:03.000000000,2347.6,2347.9,2347.9
1345044303500000000,2012-08-15T10:25:03.500000000,2347.9,2347.9,2347.7
1345044304000000000,2012-08-15T10:25:04.000000000,2347.9,2347.7,2348.1
1345044304500000000,2012-08-15T10:25:04.500000000,2347.7,2348.1,2348.1
1345044305000000000,2012-08-15T10:25:05.000000000,2348.1,2348.1,2348.3
