pred_horizon_s,signal_thres,vol_thres,pnl_total,pnl_per_round,num_rounds,point_avg_c_up,point_avg_up_c_up,percentage_up_c_up,point_avg_down_c_up,percentage_down_c_up,num_rounds_up,point_avg_c_down,point_avg_down_c_down,percentage_down_c_down,point_avg_up_c_down,percentage_up_c_down,num_rounds_down
5,0.41,0.1,307320,119,2590,0.4,0.89,64.05,-0.59,28.51,1224,-0.39,-0.85,64.57,0.62,25.99,1366
10,0.41,0.1,301830,117,2590,0.41,1.12,60.62,-0.81,32.92,1224,-0.37,-1.08,60.1,0.84,33.09,1366
2,0.41,0.11,396400,156,2537,0.54,0.69,83.21,-0.33,9.77,1197,-0.5,-0.67,82.16,0.44,10.52,1340
5,0.41,0.11,304680,120,2537,0.41,0.9,64.08,-0.6,28.74,1197,-0.39,-0.86,64.63,0.63,25.97,1340
10,0.41,0.11,298950,118,2537,0.42,1.13,60.74,-0.81,33.08,1197,-0.37,-1.09,59.93,0.85,33.13,1340
2,0.41,0.12,387460,157,2468,0.54,0.69,83.3,-0.33,9.6,1156,-0.51,-0.67,82.24,0.44,10.44,1312
5,0.41,0.12,296460,120,2468,0.41,0.91,63.93,-0.6,28.81,1156,-0.39,-0.86,64.48,0.63,26.22,1312
10,0.41,0.12,290250,118,2468,0.42,1.13,60.99,-0.81,33.22,1156,-0.37,-1.09,59.91,0.86,33.16,1312
2,0.41,0.13,378783,157,2407,0.55,0.69,83.36,-0.33,9.65,1130,-0.51,-0.67,82.15,0.45,10.57,1277
5,0.41,0.13,291810,121,2407,0.42,0.92,64.25,-0.6,28.67,1130,-0.39,-0.88,64.06,0.63,26.7,1277
10,0.41,0.13,284220,118,2407,0.43,1.14,61.15,-0.82,33.01,1130,-0.36,-1.1,59.44,0.86,33.67,1277
2,0.41,0.14,368306,157,2339,0.55,0.7,82.97,-0.33,9.89,1092,-0.51,-0.67,82.2,0.45,10.51,1247
5,0.41,0.14,283830,121,2339,0.42,0.93,64.01,-0.61,28.66,1092,-0.39,-0.88,64.07,0.63,26.7,1247
10,0.41,0.14,277860,119,2339,0.43,1.16,60.9,-0.83,33.15,1092,-0.37,-1.1,59.9,0.88,33.44,1247
2,0.41,0.15,358526,159,2260,0.55,0.71,82.55,-0.34,10.1,1049,-0.51,-0.68,82,0.45,10.65,1211
5,0.41,0.15,275850,122,2260,0.42,0.94,63.58,-0.62,28.88,1049,-0.4,-0.88,64.08,0.64,26.51,1211
10,0.41,0.15,269910,119,2260,0.43,1.17,61.01,-0.83,33.46,1049,-0.37,-1.11,60.03,0.88,33.69,1211
2,0.41,0.16,347876,160,2177,0.55,0.72,82.32,-0.34,10.23,1007,-0.51,-0.69,81.97,0.46,10.68,1170
5,0.41,0.16,268050,123,2177,0.42,0.95,63.85,-0.63,28.9,1007,-0.4,-0.9,63.76,0.65,26.67,1170
10,0.41,0.16,262590,121,2177,0.44,1.19,61.07,-0.84,33.86,1007,-0.37,-1.13,59.74,0.89,33.93,1170
2,0.41,0.17,337316,161,2094,0.56,0.72,82.37,-0.34,10.21,970,-0.52,-0.69,81.85,0.46,10.77,1124
5,0.41,0.17,260940,125,2094,0.43,0.97,63.51,-0.64,29.07,970,-0.4,-0.91,63.61,0.65,26.96,1124
10,0.41,0.17,253890,121,2094,0.44,1.2,60.93,-0.85,34.02,970,-0.37,-1.14,59.61,0.9,34.25,1124
2,0.41,0.18,328136,163,2010,0.56,0.73,82.32,-0.34,10.01,939,-0.53,-0.7,82.07,0.47,10.27,1071
5,0.41,0.18,256590,128,2010,0.44,0.98,63.9,-0.63,29.07,939,-0.41,-0.92,63.77,0.65,27.08,1071
10,0.41,0.18,253440,126,2010,0.46,1.22,61.45,-0.85,33.55,939,-0.38,-1.15,59.94,0.91,33.89,1071
2,0.41,0.19,318116,165,1933,0.57,0.74,82.41,-0.35,10.07,904,-0.53,-0.7,82.02,0.47,10.4,1029
5,0.41,0.19,249960,129,1933,0.45,0.99,64.38,-0.64,28.76,904,-0.41,-0.92,63.95,0.65,27.02,1029
10,0.41,0.19,249360,129,1933,0.48,1.23,62.28,-0.86,32.96,904,-0.39,-1.17,59.86,0.91,34.11,1029
2,0.41,0.2,307376,166,1848,0.58,0.75,82.66,-0.35,10.06,865,-0.53,-0.71,81.89,0.48,10.38,983
5,0.41,0.2,243690,132,1848,0.47,1,65.09,-0.65,27.98,865,-0.42,-0.93,63.89,0.65,27.16,983
10,0.41,0.2,246330,133,1848,0.5,1.24,62.89,-0.88,32.25,865,-0.4,-1.19,59.72,0.92,34.18,983
2,0.41,0.21,297266,168,1769,0.59,0.75,82.68,-0.36,10.16,837,-0.54,-0.72,82.08,0.49,10.62,932
5,0.41,0.21,238050,135,1769,0.48,1.01,65.35,-0.66,27.84,837,-0.42,-0.95,63.84,0.66,27.15,932
10,0.41,0.21,239910,136,1769,0.5,1.24,63.32,-0.89,32.02,837,-0.41,-1.21,59.76,0.93,34.01,932
2,0.41,0.22,288446,171,1688,0.59,0.76,82.53,-0.36,10.29,807,-0.55,-0.73,82.75,0.49,10.78,881
5,0.41,0.22,229710,136,1688,0.47,1.02,64.68,-0.67,28.25,807,-0.44,-0.97,64.02,0.68,27.01,881
10,0.41,0.22,231960,137,1688,0.5,1.26,62.95,-0.9,32.47,807,-0.42,-1.24,60.05,0.95,34.05,881
2,0.41,0.23,276896,173,1605,0.6,0.77,82.57,-0.36,10.35,763,-0.55,-0.73,83.14,0.5,10.93,842
5,0.41,0.23,220590,137,1605,0.47,1.02,65.01,-0.68,27.79,763,-0.44,-0.98,64.25,0.69,26.96,842
10,0.41,0.23,223650,139,1605,0.51,1.26,63.7,-0.91,31.98,763,-0.42,-1.25,60.57,0.98,33.73,842
2,0.41,0.24,266629,172,1549,0.6,0.77,82.38,-0.35,10.52,732,-0.55,-0.73,82.86,0.51,11.02,817
5,0.41,0.24,210900,136,1549,0.47,1.02,64.62,-0.69,28.01,732,-0.44,-0.99,64.01,0.69,27.05,817
10,0.41,0.24,213240,138,1549,0.5,1.25,63.39,-0.93,32.24,732,-0.42,-1.26,60.22,0.98,33.9,817
2,0.41,0.25,250084,172,1455,0.6,0.77,82.07,-0.36,10.64,686,-0.55,-0.74,82.83,0.51,11.31,769
5,0.41,0.25,198600,136,1455,0.47,1.02,64.43,-0.68,28.28,686,-0.44,-1,63.85,0.7,27.05,769
10,0.41,0.25,199980,137,1455,0.5,1.24,63.7,-0.93,32.07,686,-0.42,-1.28,59.82,0.99,34.33,769
2,0.41,0.26,237634,172,1383,0.59,0.78,81.38,-0.36,11.23,650,-0.55,-0.74,82.67,0.52,11.73,733
5,0.41,0.26,187710,136,1383,0.46,1.03,63.85,-0.69,28.77,650,-0.44,-1.01,63.17,0.7,27.56,733
10,0.41,0.26,186570,135,1383,0.49,1.25,63.38,-0.93,32.31,650,-0.42,-1.29,59.21,0.99,35.2,733
2,0.41,0.27,228230,173,1317,0.6,0.78,82.04,-0.37,11,618,-0.56,-0.75,82.55,0.51,11.87,699
5,0.41,0.27,180060,137,1317,0.46,1.04,63.59,-0.7,29.13,618,-0.45,-1.02,63.38,0.7,27.75,699
10,0.41,0.27,178440,135,1317,0.48,1.26,63.27,-0.96,32.2,618,-0.42,-1.3,59.66,1.01,34.91,699
2,0.41,0.28,217356,174,1249,0.6,0.78,82.19,-0.37,10.79,584,-0.56,-0.75,82.86,0.53,12.03,665
5,0.41,0.28,175110,140,1249,0.47,1.04,64.04,-0.7,28.77,584,-0.47,-1.03,63.61,0.7,27.22,665
10,0.41,0.28,168960,135,1249,0.48,1.28,62.67,-0.97,32.88,584,-0.42,-1.29,60,1.02,34.59,665
2,0.41,0.29,208319,175,1193,0.6,0.78,82.06,-0.38,10.83,563,-0.57,-0.76,82.86,0.53,12.22,630
5,0.41,0.29,167850,141,1193,0.46,1.04,63.94,-0.7,29.31,563,-0.48,-1.04,64.13,0.7,26.83,630
10,0.41,0.29,162150,136,1193,0.47,1.28,62.17,-0.96,33.39,563,-0.43,-1.32,60,1.03,34.76,630
2,0.41,0.3,200729,176,1142,0.61,0.78,82.65,-0.38,10.82,536,-0.57,-0.76,83,0.54,12.05,606
5,0.41,0.3,165360,145,1142,0.48,1.05,64.93,-0.71,29.1,536,-0.49,-1.04,64.52,0.7,26.57,606
10,0.41,0.3,163470,143,1142,0.5,1.3,62.69,-0.97,33.21,536,-0.46,-1.34,60.56,1.03,33.99,606
2,0.41,0.31,192629,179,1078,0.62,0.79,83.07,-0.36,10.16,502,-0.58,-0.77,83.33,0.56,11.63,576
5,0.41,0.31,158700,147,1078,0.48,1.06,64.54,-0.69,29.68,502,-0.5,-1.05,65.28,0.72,25.87,576
10,0.41,0.31,157800,146,1078,0.5,1.32,62.55,-0.97,33.47,502,-0.48,-1.34,61.11,1.03,33.33,576
2,0.41,0.32,182541,179,1022,0.62,0.79,83.23,-0.37,10.27,477,-0.57,-0.78,82.39,0.56,12.29,545
5,0.41,0.32,148920,146,1022,0.48,1.08,63.94,-0.69,30.19,477,-0.49,-1.07,64.04,0.73,26.61,545
10,0.41,0.32,148920,146,1022,0.5,1.33,62.26,-0.97,33.75,477,-0.47,-1.36,60.55,1.03,34.13,545
2,0.41,0.33,177051,182,975,0.64,0.8,84.14,-0.39,9.47,454,-0.58,-0.78,82.73,0.57,11.9,521
5,0.41,0.33,143700,147,975,0.49,1.1,64.1,-0.71,29.96,454,-0.49,-1.07,64.3,0.74,26.49,521
10,0.41,0.33,142170,146,975,0.5,1.34,62.56,-0.99,33.7,454,-0.47,-1.36,60.65,1.04,34.17,521
2,0.41,0.34,171231,183,935,0.64,0.81,83.91,-0.38,9.43,435,-0.58,-0.78,83,0.57,11.8,500
5,0.41,0.34,137940,148,935,0.49,1.1,63.45,-0.71,30.34,435,-0.5,-1.08,64.4,0.75,26.2,500
10,0.41,0.34,137040,147,935,0.5,1.35,62.07,-0.99,34.25,435,-0.48,-1.39,60.6,1.05,34,500
2,0.41,0.35,164001,184,893,0.65,0.82,83.66,-0.39,9.27,410,-0.58,-0.79,82.4,0.57,12.22,483
5,0.41,0.35,131190,147,893,0.49,1.13,62.93,-0.7,31.22,410,-0.49,-1.08,64.18,0.76,26.71,483
10,0.41,0.35,132360,148,893,0.51,1.37,61.95,-1,34.39,410,-0.48,-1.41,60.25,1.06,34.58,483
2,0.41,0.36,158564,185,857,0.66,0.83,84.28,-0.4,9.02,388,-0.58,-0.79,82.3,0.58,12.37,469
5,0.41,0.36,126780,148,857,0.5,1.13,63.92,-0.73,30.15,388,-0.49,-1.08,63.97,0.76,27.29,469
10,0.41,0.36,127740,149,857,0.52,1.37,62.63,-1.01,33.76,388,-0.48,-1.44,59.7,1.08,34.97,469
2,0.41,0.37,154184,186,830,0.67,0.84,84.22,-0.4,8.82,374,-0.58,-0.79,82.24,0.58,12.28,456
5,0.41,0.37,120840,146,830,0.5,1.13,63.9,-0.73,30.75,374,-0.48,-1.08,63.6,0.76,27.63,456
10,0.41,0.37,121560,146,830,0.51,1.37,62.3,-1.02,34.22,374,-0.47,-1.43,59.65,1.08,35.09,456
2,0.41,0.38,145844,185,787,0.67,0.84,83.47,-0.4,9.24,357,-0.58,-0.79,81.86,0.56,12.56,430
5,0.41,0.38,117090,149,787,0.51,1.14,64.15,-0.75,30.25,357,-0.49,-1.07,64.88,0.77,26.74,430
10,0.41,0.38,118290,150,787,0.52,1.38,62.75,-1.02,33.89,357,-0.48,-1.42,60.7,1.11,34.19,430
2,0.41,0.39,140864,186,756,0.67,0.85,83.38,-0.4,9.62,343,-0.58,-0.79,81.84,0.58,12.35,413
5,0.41,0.39,113280,150,756,0.5,1.16,63.56,-0.75,31.2,343,-0.5,-1.07,65.62,0.78,26.63,413
10,0.41,0.39,113850,151,756,0.52,1.4,62.68,-1.04,34.4,343,-0.49,-1.42,61.02,1.12,33.9,413
2,0.42,0,383119,157,2442,0.54,0.68,83.66,-0.32,9.2,1163,-0.51,-0.67,82.96,0.45,9.85,1279
5,0.42,0,294720,121,2442,0.41,0.89,64.4,-0.58,27.52,1163,-0.39,-0.84,65.36,0.61,25.25,1279
10,0.42,0,292950,120,2442,0.42,1.12,60.88,-0.8,32.07,1163,-0.38,-1.07,60.83,0.86,31.74,1279
2,0.42,0.01,383119,157,2442,0.54,0.68,83.66,-0.32,9.2,1163,-0.51,-0.67,82.96,0.45,9.85,1279
5,0.42,0.01,294720,121,2442,0.41,0.89,64.4,-0.58,27.52,1163,-0.39,-0.84,65.36,0.61,25.25,1279
10,0.42,0.01,292950,120,2442,0.42,1.12,60.88,-0.8,32.07,1163,-0.38,-1.07,60.83,0.86,31.74,1279
2,0.42,0.02,382699,157,2441,0.54,0.68,83.66,-0.32,9.2,1163,-0.51,-0.67,82.94,0.45,9.86,1278
5,0.42,0.02,294240,121,2441,0.41,0.89,64.4,-0.58,27.52,1163,-0.39,-0.84,65.34,0.61,25.27,1278
10,0.42,0.02,292350,120,2441,0.42,1.12,60.88,-0.8,32.07,1163,-0.38,-1.07,60.8,0.86,31.77,1278
2,0.42,0.03,382579,157,2440,0.54,0.68,83.66,-0.32,9.2,1163,-0.51,-0.67,82.93,0.45,9.87,1277
5,0.42,0.03,293820,120,2440,0.41,0.89,64.4,-0.58,27.52,1163,-0.39,-0.84,65.31,0.61,25.29,1277
10,0.42,0.03,292110,120,2440,0.42,1.12,60.88,-0.8,32.07,1163,-0.38,-1.07,60.77,0.86,31.79,1277
2,0.42,0.04,381829,157,2437,0.54,0.68,83.71,-0.32,9.22,1160,-0.51,-0.67,82.93,0.45,9.87,1277
5,0.42,0.04,293130,120,2437,0.41,0.89,64.31,-0.58,27.59,1160,-0.39,-0.84,65.31,0.61,25.29,1277
10,0.42,0.04,290130,119,2437,0.42,1.11,60.78,-0.8,32.16,1160,-0.38,-1.07,60.77,0.86,31.79,1277
2,0.42,0.05,381349,157,2435,0.54,0.68,83.69,-0.32,9.23,1159,-0.51,-0.67,82.92,0.45,9.87,1276
5,0.42,0.05,291960,120,2435,0.41,0.88,64.28,-0.58,27.61,1159,-0.39,-0.84,65.28,0.61,25.31,1276
10,0.42,0.05,289410,119,2435,0.42,1.11,60.74,-0.8,32.18,1159,-0.38,-1.07,60.74,0.86,31.82,1276
2,0.42,0.06,379939,157,2425,0.54,0.68,83.64,-0.32,9.26,1155,-0.51,-0.67,82.91,0.45,9.92,1270
5,0.42,0.06,290370,120,2425,0.41,0.89,64.24,-0.58,27.71,1155,-0.39,-0.84,65.28,0.61,25.43,1270
10,0.42,0.06,288180,119,2425,0.42,1.12,60.69,-0.8,32.29,1155,-0.38,-1.07,60.71,0.87,31.81,1270
2,0.42,0.07,379309,157,2415,0.54,0.68,83.62,-0.32,9.23,1148,-0.51,-0.67,82.87,0.45,9.94,1267
5,0.42,0.07,288810,120,2415,0.41,0.89,64.11,-0.59,27.79,1148,-0.39,-0.84,65.19,0.61,25.49,1267
10,0.42,0.07,286530,119,2415,0.42,1.12,60.54,-0.81,32.4,1148,-0.38,-1.08,60.69,0.87,31.89,1267
2,0.42,0.08,378049,158,2400,0.54,0.68,83.63,-0.32,9.28,1142,-0.51,-0.67,82.99,0.45,9.94,1258
5,0.42,0.08,287910,120,2400,0.41,0.89,64.1,-0.59,27.85,1142,-0.39,-0.84,65.34,0.61,25.6,1258
10,0.42,0.08,286740,119,2400,0.42,1.12,60.68,-0.81,32.31,1142,-0.38,-1.08,60.81,0.87,31.96,1258
2,0.42,0.09,373219,158,2367,0.54,0.68,83.64,-0.33,9.33,1125,-0.51,-0.67,82.77,0.45,10.06,1242
5,0.42,0.09,283770,120,2367,0.41,0.89,64,-0.59,28.09,1125,-0.39,-0.84,65.14,0.61,25.85,1242
10,0.42,0.09,280950,119,2367,0.42,1.12,60.53,-0.81,32.62,1125,-0.38,-1.08,60.71,0.87,32.37,1242
2,0.42,0.1,370759,159,2336,0.55,0.69,83.78,-0.33,9.37,1110,-0.51,-0.68,82.71,0.45,10.2,1226
5,0.42,0.1,282030,121,2336,0.41,0.9,64.32,-0.59,28.11,1110,-0.39,-0.85,65.01,0.61,25.94,1226
10,0.42,0.1,279960,120,2336,0.42,1.12,60.99,-0.82,32.25,1110,-0.38,-1.09,60.6,0.86,32.63,1226
2,0.42,0.11,366769,160,2288,0.55,0.69,83.87,-0.32,9.49,1085,-0.52,-0.68,82.71,0.45,10.31,1203
5,0.42,0.11,279720,122,2288,0.42,0.91,64.42,-0.59,28.29,1085,-0.4,-0.86,65.09,0.61,25.85,1203
10,0.42,0.11,277380,121,2288,0.43,1.14,61.11,-0.82,32.44,1085,-0.38,-1.1,60.52,0.87,32.59,1203
2,0.42,0.12,358759,161,2227,0.56,0.7,84,-0.32,9.24,1050,-0.52,-0.68,82.75,0.46,10.2,1177
5,0.42,0.12,271950,122,2227,0.42,0.91,64.19,-0.6,28.48,1050,-0.4,-0.86,64.91,0.61,26.17,1177
10,0.42,0.12,269670,121,2227,0.43,1.14,61.43,-0.82,32.57,1050,-0.38,-1.1,60.49,0.88,32.63,1177
2,0.42,0.13,350741,161,2172,0.56,0.7,84,-0.32,9.27,1025,-0.52,-0.69,82.74,0.46,10.29,1147
5,0.42,0.13,267900,123,2172,0.42,0.92,64.49,-0.6,28.39,1025,-0.4,-0.87,64.52,0.61,26.59,1147
10,0.42,0.13,263910,122,2172,0.44,1.15,61.56,-0.83,32.39,1025,-0.37,-1.11,60.07,0.89,33.04,1147
2,0.42,0.14,341861,162,2113,0.56,0.71,83.67,-0.32,9.48,992,-0.52,-0.69,82.78,0.47,10.26,1121
5,0.42,0.14,261300,124,2113,0.42,0.93,64.21,-0.61,28.43,992,-0.4,-0.88,64.5,0.62,26.49,1121
10,0.42,0.14,258480,122,2113,0.44,1.17,61.29,-0.84,32.56,992,-0.38,-1.11,60.57,0.9,32.83,1121
2,0.42,0.15,333131,163,2042,0.56,0.72,83.33,-0.33,9.64,954,-0.53,-0.7,82.63,0.47,10.39,1088
5,0.42,0.15,254730,125,2042,0.43,0.94,63.94,-0.62,28.51,954,-0.41,-0.89,64.52,0.63,26.29,1088
10,0.42,0.15,252000,123,2042,0.45,1.18,61.43,-0.84,32.81,954,-0.38,-1.12,60.85,0.91,33,1088
2,0.42,0.16,322931,164,1968,0.57,0.72,82.97,-0.33,9.83,916,-0.53,-0.7,82.51,0.47,10.55,1052
5,0.42,0.16,246630,125,1968,0.43,0.95,64.08,-0.63,28.6,916,-0.41,-0.9,64.16,0.64,26.43,1052
10,0.42,0.16,244470,124,1968,0.45,1.19,61.46,-0.85,33.3,916,-0.38,-1.13,60.55,0.92,33.27,1052
2,0.42,0.17,313421,165,1897,0.57,0.73,83.11,-0.33,9.75,882,-0.53,-0.71,82.27,0.48,10.64,1015
5,0.42,0.17,240330,127,1897,0.44,0.97,63.83,-0.64,28.68,882,-0.41,-0.91,63.94,0.64,26.8,1015
10,0.42,0.17,236970,125,1897,0.46,1.2,61.45,-0.85,33.33,882,-0.38,-1.15,60.3,0.92,33.6,1015
2,0.42,0.18,306251,168,1825,0.58,0.73,83.02,-0.32,9.6,854,-0.54,-0.71,82.7,0.48,9.99,971
5,0.42,0.18,238830,131,1825,0.45,0.98,64.05,-0.63,28.69,854,-0.43,-0.93,64.26,0.63,26.67,971
10,0.42,0.18,237360,130,1825,0.47,1.22,61.83,-0.86,33.02,854,-0.4,-1.17,60.56,0.93,33.16,971
2,0.42,0.19,297131,170,1752,0.59,0.74,83.21,-0.33,9.61,822,-0.55,-0.72,82.69,0.49,10.11,930
5,0.42,0.19,232740,133,1752,0.46,0.99,64.72,-0.64,28.22,822,-0.43,-0.92,64.52,0.64,26.56,930
10,0.42,0.19,233310,133,1752,0.49,1.23,62.77,-0.87,32.36,822,-0.4,-1.18,60.43,0.94,33.33,930
2,0.42,0.2,286931,171,1675,0.6,0.75,83.65,-0.34,9.51,789,-0.55,-0.73,82.62,0.5,10.05,886
5,0.42,0.2,227460,136,1675,0.48,1,65.4,-0.65,27.5,789,-0.43,-0.93,64.45,0.64,26.64,886
10,0.42,0.2,230640,138,1675,0.51,1.25,63.24,-0.89,31.69,789,-0.41,-1.21,60.38,0.95,33.3,886
2,0.42,0.21,277841,173,1605,0.6,0.76,83.73,-0.34,9.58,762,-0.55,-0.73,82.92,0.51,10.2,843
5,0.42,0.21,222960,139,1605,0.48,1.01,65.62,-0.66,27.3,762,-0.44,-0.95,64.65,0.65,26.45,843
10,0.42,0.21,226590,141,1605,0.52,1.25,63.78,-0.9,31.36,762,-0.43,-1.23,60.74,0.96,32.86,843
2,0.42,0.22,269111,176,1531,0.61,0.77,83.65,-0.35,9.67,734,-0.57,-0.74,83.31,0.51,10.41,797
5,0.42,0.22,215460,141,1531,0.48,1.02,64.99,-0.67,27.66,734,-0.46,-0.97,64.99,0.66,26.22,797
10,0.42,0.22,218760,143,1531,0.51,1.27,63.35,-0.91,31.74,734,-0.44,-1.25,60.98,0.98,32.87,797
2,0.42,0.23,258551,177,1459,0.61,0.77,83.5,-0.34,9.76,697,-0.57,-0.75,83.6,0.52,10.5,762
5,0.42,0.23,206520,142,1459,0.48,1.02,65.28,-0.68,27.26,697,-0.46,-0.98,64.96,0.67,26.12,762
10,0.42,0.23,209490,144,1459,0.52,1.27,63.7,-0.92,31.71,697,-0.44,-1.26,61.29,1,32.81,762
2,0.42,0.24,249754,177,1411,0.61,0.77,83.41,-0.34,9.87,669,-0.57,-0.75,83.42,0.53,10.51,742
5,0.42,0.24,198120,140,1411,0.48,1.02,65.02,-0.69,27.35,669,-0.46,-0.99,64.82,0.68,26.15,742
10,0.42,0.24,201360,143,1411,0.51,1.27,63.53,-0.93,31.84,669,-0.45,-1.27,61.05,1.01,32.88,742
2,0.42,0.25,234830,177,1328,0.61,0.78,83.28,-0.34,9.87,628,-0.57,-0.75,83.29,0.54,10.71,700
5,0.42,0.25,186720,141,1328,0.48,1.03,64.97,-0.68,27.55,628,-0.46,-0.99,64.57,0.69,26.29,700
10,0.42,0.25,188580,142,1328,0.51,1.25,64.01,-0.93,31.53,628,-0.44,-1.29,60.43,1.01,33.57,700
2,0.42,0.26,223430,177,1260,0.61,0.78,82.69,-0.34,10.42,595,-0.57,-0.76,83.16,0.54,11.13,665
5,0.42,0.26,177300,141,1260,0.48,1.03,64.54,-0.69,27.9,595,-0.46,-1.01,63.91,0.68,26.77,665
10,0.42,0.26,176100,140,1260,0.5,1.26,63.7,-0.94,31.76,595,-0.43,-1.31,59.85,1.01,34.44,665
2,0.42,0.27,214656,178,1205,0.61,0.78,82.95,-0.35,10.37,569,-0.58,-0.77,82.86,0.53,11.32,636
5,0.42,0.27,169890,141,1205,0.47,1.04,64.15,-0.69,28.47,569,-0.47,-1.02,63.99,0.68,26.89,636
10,0.42,0.27,168870,140,1205,0.5,1.27,63.44,-0.96,31.81,569,-0.44,-1.31,60.38,1.03,34.12,636
2,0.42,0.28,204899,179,1144,0.62,0.79,83.33,-0.36,10,540,-0.58,-0.77,83.28,0.55,11.42,604
5,0.42,0.28,166620,146,1144,0.49,1.05,64.81,-0.69,27.78,540,-0.49,-1.04,64.24,0.68,26.32,604
10,0.42,0.28,161580,141,1144,0.5,1.29,63.15,-0.97,32.22,540,-0.44,-1.31,60.76,1.05,33.77,604
2,0.42,0.29,196281,180,1091,0.62,0.79,83.27,-0.36,10,520,-0.58,-0.77,83.36,0.55,11.56,571
5,0.42,0.29,160290,147,1091,0.48,1.04,64.81,-0.69,28.27,520,-0.5,-1.04,64.97,0.69,25.74,571
10,0.42,0.29,155220,142,1091,0.49,1.29,62.69,-0.97,32.69,520,-0.46,-1.34,60.95,1.06,33.8,571
2,0.42,0.3,188721,181,1044,0.62,0.79,83.67,-0.37,10.28,496,-0.58,-0.78,83.58,0.57,11.31,548
5,0.42,0.3,157800,151,1044,0.5,1.06,65.73,-0.7,28.02,496,-0.51,-1.04,65.51,0.68,25.36,548
10,0.42,0.3,156570,150,1044,0.52,1.32,63.1,-0.97,32.66,496,-0.49,-1.35,61.68,1.06,32.85,548
2,0.42,0.31,180951,184,983,0.64,0.8,84.2,-0.35,9.52,462,-0.59,-0.78,83.88,0.6,10.75,521
5,0.42,0.31,151110,154,983,0.5,1.07,65.37,-0.69,28.57,462,-0.52,-1.05,66.22,0.7,24.76,521
10,0.42,0.31,150780,153,983,0.52,1.33,62.99,-0.97,32.9,462,-0.5,-1.36,62.19,1.06,32.25,521
2,0.42,0.32,171254,184,931,0.64,0.8,84.51,-0.36,9.57,439,-0.59,-0.79,82.93,0.6,11.38,492
5,0.42,0.32,141360,152,931,0.5,1.08,64.46,-0.69,29.38,439,-0.51,-1.07,65.04,0.71,25.41,492
10,0.42,0.32,141600,152,931,0.52,1.34,62.64,-0.98,33.26,439,-0.5,-1.38,61.59,1.06,32.93,492
2,0.42,0.33,166034,187,889,0.65,0.81,85,-0.37,8.81,420,-0.6,-0.79,83.37,0.61,10.87,469
5,0.42,0.33,135840,153,889,0.5,1.1,64.29,-0.7,29.52,420,-0.52,-1.07,65.46,0.72,25.16,469
10,0.42,0.33,133980,151,889,0.51,1.35,62.38,-0.99,33.81,420,-0.5,-1.38,61.83,1.08,32.84,469
2,0.42,0.34,160754,189,852,0.66,0.81,84.86,-0.36,8.68,403,-0.6,-0.8,83.74,0.61,10.69,449
5,0.42,0.34,130590,153,852,0.5,1.11,63.77,-0.71,29.78,403,-0.52,-1.08,65.48,0.73,24.94,449
10,0.42,0.34,129450,152,852,0.5,1.36,62.03,-0.99,34.24,403,-0.51,-1.4,61.69,1.09,32.74,449
2,0.42,0.35,154064,190,813,0.67,0.83,84.7,-0.37,8.44,379,-0.6,-0.8,83.18,0.61,11.06,434
5,0.42,0.35,124200,153,813,0.5,1.13,63.32,-0.7,30.61,379,-0.51,-1.08,65.21,0.73,25.58,434
10,0.42,0.35,125130,154,813,0.52,1.39,62.01,-1,34.3,379,-0.51,-1.43,61.29,1.09,33.41,434
2,0.42,0.36,148867,191,781,0.68,0.84,85.2,-0.38,8.38,358,-0.6,-0.8,82.98,0.61,11.35,423
5,0.42,0.36,119850,153,781,0.52,1.13,64.53,-0.72,29.33,358,-0.51,-1.08,64.78,0.73,26.24,423
10,0.42,0.36,120750,155,781,0.53,1.39,62.85,-1.01,33.52,358,-0.5,-1.44,60.76,1.11,33.81,423
2,0.42,0.37,144967,192,757,0.69,0.85,85.01,-0.37,8.36,347,-0.6,-0.8,82.93,0.61,11.22,410
5,0.42,0.37,114600,151,757,0.51,1.13,64.55,-0.73,29.68,347,-0.5,-1.08,64.39,0.73,26.59,410
10,0.42,0.37,115140,152,757,0.52,1.39,62.54,-1.03,33.72,347,-0.5,-1.44,60.73,1.11,33.9,410
2,0.42,0.38,136867,191,718,0.68,0.85,84.38,-0.37,8.71,333,-0.6,-0.8,82.6,0.6,11.43,385
5,0.42,0.38,110400,154,718,0.52,1.14,64.56,-0.75,29.43,333,-0.51,-1.06,65.71,0.73,25.71,385
10,0.42,0.38,111060,155,718,0.53,1.39,62.76,-1.03,33.63,333,-0.51,-1.42,61.82,1.13,32.99,385
2,0.42,0.39,132067,191,690,0.69,0.86,84.33,-0.37,9.09,319,-0.59,-0.8,82.48,0.61,11.32,371
5,0.42,0.39,107010,155,690,0.51,1.16,63.95,-0.75,30.41,319,-0.52,-1.07,66.58,0.74,25.61,371
10,0.42,0.39,107130,155,690,0.52,1.41,62.7,-1.05,34.17,319,-0.51,-1.43,62.26,1.15,32.61,371
2,0.43,0,351161,160,2201,0.55,0.69,83.89,-0.33,8.77,1049,-0.52,-0.67,83.33,0.46,9.72,1152
5,0.43,0,266760,121,2201,0.41,0.9,64.06,-0.58,27.93,1049,-0.4,-0.84,65.71,0.61,25.09,1152
10,0.43,0,255930,116,2201,0.41,1.12,60.53,-0.8,32.6,1049,-0.36,-1.04,60.85,0.87,31.34,1152
