pred_horizon_s,signal_thres,vol_thres,point_per_round,pnl_total,pnl_per_round,num_rounds,point_avg_c_up,point_avg_up_c_up,percentage_up_c_up,point_avg_down_c_up,percentage_down_c_up,num_rounds_up,point_avg_c_down,point_avg_down_c_down,percentage_down_c_down,point_avg_up_c_down,percentage_up_c_down,num_rounds_down
10,0.23,0.31,0.3191,37390,56,671,0.3361,0.981,60.1173,-0.7864,32.2581,341,-0.3015,-0.9222,60,0.7694,32.7273,330
2,0.23,0.32,0.3447,40206,63,634,0.3641,0.5615,73.8462,-0.3289,15.3846,325,-0.3244,-0.4745,78.3172,0.3473,13.5922,309
5,0.23,0.32,0.2741,26780,42,634,0.316,0.8484,57.2308,-0.58,29.2308,325,-0.2301,-0.7256,58.2524,0.6839,28.1553,309
10,0.23,0.32,0.3238,36230,57,634,0.3375,1.022,58.7692,-0.7844,33.5385,325,-0.3094,-0.9339,60.1942,0.781,32.3625,309
2,0.23,0.33,0.3482,37713,64,585,0.3664,0.5681,73.7542,-0.3444,15.2824,301,-0.329,-0.4725,79.2254,0.3483,13.0282,284
5,0.23,0.33,0.2795,25650,44,585,0.3136,0.8659,56.4784,-0.5802,30.2326,301,-0.2433,-0.7449,58.8028,0.709,27.4648,284
10,0.23,0.33,0.3313,34740,59,585,0.3279,1.0199,58.4718,-0.7845,34.2193,301,-0.3349,-0.9592,61.2676,0.7804,32.3944,284
2,0.23,0.34,0.3501,35443,65,545,0.3649,0.5708,73.4982,-0.3592,15.1943,283,-0.3341,-0.4794,79.3893,0.3585,12.9771,262
5,0.23,0.34,0.2716,22600,41,545,0.2912,0.858,55.477,-0.5876,31.4488,283,-0.2504,-0.7519,59.542,0.7282,27.0992,262
10,0.23,0.34,0.3319,32470,60,545,0.3233,1.0323,57.9505,-0.7859,34.9823,283,-0.3412,-0.9806,61.0687,0.7941,32.4427,262
2,0.23,0.35,0.3533,33583,66,509,0.3752,0.576,73.7828,-0.3325,14.9813,267,-0.3291,-0.4802,78.9256,0.3663,13.6364,242
5,0.23,0.35,0.2766,21880,43,509,0.3086,0.8811,55.4307,-0.5783,31.0861,267,-0.2413,-0.7521,59.5041,0.7448,27.686,242
10,0.23,0.35,0.3363,31000,61,509,0.3442,1.0506,58.427,-0.7912,34.0824,267,-0.3277,-0.9803,60.7438,0.8203,32.6446,242
2,0.23,0.36,0.3613,32273,68,472,0.3798,0.5778,74.6988,-0.3395,15.261,249,-0.3405,-0.4922,79.3722,0.3858,13.0045,223
5,0.23,0.36,0.2778,20450,43,472,0.3024,0.865,56.2249,-0.5797,31.7269,249,-0.2502,-0.746,61.435,0.8,26.009,223
10,0.23,0.36,0.3445,29900,63,472,0.353,1.0277,59.4378,-0.7829,32.9317,249,-0.335,-0.9956,60.9865,0.8431,32.287,223
2,0.23,0.37,0.372,31790,72,444,0.386,0.5787,75.641,-0.3559,14.5299,234,-0.3563,-0.496,80.9524,0.3795,11.9048,210
5,0.23,0.37,0.2914,21060,47,444,0.3094,0.8908,55.5556,-0.5787,32.0513,234,-0.2714,-0.7508,62.8571,0.7943,25.2381,210
10,0.23,0.37,0.3619,30450,69,444,0.3607,1.0314,59.8291,-0.7792,32.906,234,-0.3633,-1.0202,61.4286,0.8379,31.4286,210
2,0.23,0.38,0.3735,29180,72,405,0.3914,0.5767,76.4977,-0.36,13.8249,217,-0.3528,-0.4962,80.8511,0.4131,11.7021,188
5,0.23,0.38,0.299,20130,50,405,0.3212,0.9158,55.2995,-0.5743,32.2581,217,-0.2734,-0.76,63.8298,0.8292,25.5319,188
10,0.23,0.38,0.3738,29220,72,405,0.3714,1.0515,59.9078,-0.7792,33.1797,217,-0.3766,-1.0491,61.7021,0.893,30.3191,188
2,0.23,0.39,0.3854,28433,76,376,0.4021,0.5807,77.1845,-0.3654,12.6214,206,-0.3652,-0.4902,82.3529,0.3444,11.1765,170
5,0.23,0.39,0.3593,25490,68,376,0.349,0.9256,56.7961,-0.56,31.5534,206,-0.3718,-0.7807,64.1176,0.5214,24.7059,170
10,0.23,0.39,0.4184,32150,86,376,0.3961,1.0656,60.6796,-0.7588,33.0097,206,-0.4453,-1.0583,63.5294,0.772,29.4118,170
2,0.24,0.05,0.2969,179476,49,3657,0.3083,0.4451,76.8212,-0.3259,10.3201,1812,-0.2858,-0.4041,78.103,0.3298,9.0515,1845
5,0.24,0.05,0.2408,117900,32,3657,0.2562,0.5705,63.5762,-0.4552,23.3996,1812,-0.2257,-0.5201,63.252,0.4527,22.8184,1845
10,0.24,0.05,0.2707,150720,41,3657,0.2916,0.7534,60.9272,-0.5652,29.6358,1812,-0.2502,-0.6567,62.0054,0.5495,28.5637,1845
2,0.24,0.06,0.2987,179276,50,3614,0.3101,0.4471,76.9231,-0.3266,10.3679,1794,-0.2875,-0.4057,78.2418,0.3288,9.1209,1820
5,0.24,0.06,0.2416,117340,32,3614,0.2575,0.5735,63.6009,-0.457,23.4671,1794,-0.2258,-0.5235,63.0769,0.4535,23.022,1820
10,0.24,0.06,0.2723,150640,42,3614,0.2939,0.7569,61.0925,-0.5663,29.7659,1794,-0.251,-0.6607,61.8681,0.5489,28.7363,1820
2,0.24,0.07,0.3005,177106,50,3531,0.3116,0.4498,76.9231,-0.3285,10.4843,1755,-0.2896,-0.409,78.2658,0.3283,9.2905,1776
5,0.24,0.07,0.2434,116640,33,3531,0.2599,0.5785,63.7607,-0.4594,23.7037,1755,-0.2271,-0.5306,62.8378,0.4538,23.4234,1776
10,0.24,0.07,0.2745,149490,42,3531,0.2975,0.7644,61.2536,-0.5718,29.8575,1755,-0.2517,-0.6665,61.8806,0.5512,29.1667,1776
2,0.24,0.08,0.3029,173786,51,3416,0.3141,0.452,77.2063,-0.3301,10.5786,1711,-0.2917,-0.4125,78.2991,0.3295,9.5015,1705
5,0.24,0.08,0.2418,111160,33,3416,0.2591,0.5825,63.4717,-0.4615,23.9626,1711,-0.2244,-0.5333,62.522,0.4556,23.9296,1705
10,0.24,0.08,0.2733,143410,42,3416,0.2968,0.7698,61.0754,-0.5757,30.0994,1711,-0.2496,-0.6747,61.5249,0.5555,29.7947,1705
2,0.24,0.09,0.3062,170526,52,3289,0.316,0.4561,77.072,-0.3319,10.7078,1653,-0.2962,-0.4177,78.6064,0.337,9.5355,1636
5,0.24,0.09,0.2438,108980,33,3289,0.2604,0.5896,63.1579,-0.4616,24.2589,1653,-0.227,-0.5406,62.6528,0.4625,24.1443,1636
10,0.24,0.09,0.2773,142010,43,3289,0.3016,0.7783,61.101,-0.5808,29.9456,1653,-0.2526,-0.6827,61.7971,0.5663,29.89,1636
2,0.24,0.1,0.3083,163893,52,3123,0.3178,0.46,76.8985,-0.3295,10.9126,1567,-0.2987,-0.4232,78.5347,0.3379,9.9614,1556
5,0.24,0.1,0.2448,104430,33,3123,0.2621,0.5952,63.1142,-0.4635,24.5054,1567,-0.2274,-0.5489,62.4036,0.4667,24.6787,1556
10,0.24,0.1,0.2772,134790,43,3123,0.3027,0.7893,60.753,-0.5869,30.1213,1567,-0.2515,-0.688,61.6324,0.5737,30.0771,1556
2,0.24,0.11,0.311,157953,53,2964,0.3222,0.4635,77.3977,-0.332,10.9993,1491,-0.2996,-0.4276,78.2077,0.3396,10.2512,1473
5,0.24,0.11,0.2427,97230,33,2964,0.2607,0.6009,62.7767,-0.4669,24.9497,1491,-0.2244,-0.5514,62.2539,0.473,25.1188,1473
10,0.24,0.11,0.2756,126480,43,2964,0.3019,0.7975,60.5634,-0.5919,30.5835,1491,-0.2489,-0.6956,61.1677,0.578,30.5499,1473
2,0.24,0.12,0.3145,151393,54,2786,0.3256,0.4685,77.4678,-0.3328,11.2303,1398,-0.3033,-0.4325,78.3862,0.3443,10.3746,1388
5,0.24,0.12,0.2462,94360,34,2786,0.2645,0.6154,62.3748,-0.4685,25.4649,1398,-0.2278,-0.5597,62.464,0.4859,25.072,1388
10,0.24,0.12,0.2792,121900,44,2786,0.3035,0.8079,60.4435,-0.5968,30.9728,1398,-0.2547,-0.7074,61.3112,0.5889,30.4035,1388
2,0.24,0.13,0.3186,145003,56,2609,0.3276,0.4734,77.1624,-0.3332,11.305,1318,-0.3093,-0.4397,78.5438,0.3495,10.3021,1291
5,0.24,0.13,0.2488,90370,35,2609,0.2634,0.6219,62.0637,-0.4792,25.569,1318,-0.2338,-0.5745,62.1998,0.4905,25.1743,1291
10,0.24,0.13,0.2836,117640,45,2609,0.3061,0.8244,60.2428,-0.6095,31.2595,1318,-0.2607,-0.7249,61.5027,0.6053,30.5964,1291
2,0.24,0.14,0.3214,136579,56,2421,0.3296,0.4772,77.173,-0.3396,11.3729,1231,-0.3128,-0.4455,78.5714,0.36,10.3361,1190
5,0.24,0.14,0.2478,83160,34,2421,0.2608,0.6345,61.251,-0.4858,26.3201,1231,-0.2345,-0.5864,61.8487,0.4971,25.7983,1190
10,0.24,0.14,0.284,109440,45,2421,0.3045,0.8314,60.2762,-0.624,31.5191,1231,-0.2629,-0.7366,61.5126,0.6186,30.7563,1190
2,0.24,0.15,0.3232,128396,57,2254,0.3297,0.4801,76.9697,-0.3429,11.6017,1155,-0.3163,-0.451,78.7079,0.3759,10.2821,1099
5,0.24,0.15,0.2516,79940,35,2254,0.2636,0.6438,61.039,-0.4882,26.4935,1155,-0.2389,-0.6012,61.6924,0.5038,26.2056,1099
10,0.24,0.15,0.2878,104450,46,2254,0.3081,0.8403,60.4329,-0.6318,31.6017,1155,-0.2664,-0.7496,61.6015,0.6315,30.9372,1099
2,0.24,0.16,0.325,120906,57,2103,0.334,0.4859,76.9585,-0.344,11.6129,1085,-0.3154,-0.4554,78.2908,0.3773,10.9037,1018
5,0.24,0.16,0.255,76740,36,2103,0.2696,0.6539,61.0138,-0.4892,26.4516,1085,-0.2394,-0.611,61.6896,0.5204,26.4244,1018
10,0.24,0.16,0.2925,100410,48,2103,0.3171,0.8515,60.8295,-0.6412,31.3364,1085,-0.2663,-0.7654,61.002,0.6421,31.2377,1018
2,0.24,0.17,0.3278,112899,58,1935,0.3358,0.4905,76.8928,-0.3483,11.8977,1017,-0.319,-0.4596,78.6492,0.3821,11.1111,918
5,0.24,0.17,0.2606,73860,38,1935,0.2698,0.6513,61.1603,-0.4914,26.1554,1017,-0.2503,-0.627,62.2004,0.5364,26.0349,918
10,0.24,0.17,0.2994,96390,50,1935,0.3189,0.8592,60.9636,-0.6533,31.3668,1017,-0.2778,-0.7898,61.0022,0.6549,31.1547,918
2,0.24,0.18,0.3297,105543,59,1792,0.3344,0.4917,76.6454,-0.3482,12.2081,942,-0.3244,-0.4663,78.8235,0.3902,11.0588,850
5,0.24,0.18,0.2581,67100,37,1792,0.2682,0.6563,61.2527,-0.5064,26.4331,942,-0.2471,-0.6342,61.8824,0.5518,26.3529,850
10,0.24,0.18,0.2965,87710,49,1792,0.3116,0.8561,61.1465,-0.6698,31.6348,942,-0.2798,-0.7944,61.0588,0.6635,30.9412,850
2,0.24,0.19,0.3284,96573,59,1650,0.3338,0.4981,76.0139,-0.3578,12.5145,863,-0.3225,-0.4677,78.6531,0.4009,11.3088,787
5,0.24,0.19,0.2607,63030,38,1650,0.2749,0.667,61.4137,-0.5101,26.4195,863,-0.2451,-0.6424,61.7535,0.5708,26.5565,787
10,0.24,0.19,0.2995,82230,50,1650,0.3184,0.8709,61.2978,-0.6885,31.2862,863,-0.2787,-0.8107,60.6099,0.6833,31.1309,787
2,0.24,0.2,0.3331,91143,60,1521,0.3397,0.5033,76.5075,-0.3614,12.5628,796,-0.3258,-0.4711,78.7586,0.3997,11.3103,725
5,0.24,0.2,0.2581,56940,37,1521,0.2753,0.6799,61.3065,-0.5194,27.2613,796,-0.2393,-0.6473,61.2414,0.5724,27.4483,725
10,0.24,0.2,0.3046,78150,51,1521,0.3246,0.8852,61.809,-0.7112,31.2814,796,-0.2826,-0.8253,60.4138,0.6838,31.5862,725
2,0.24,0.21,0.335,84983,60,1405,0.3461,0.5092,76.9231,-0.3668,12.4157,741,-0.3225,-0.4719,78.3133,0.401,11.747,664
5,0.24,0.21,0.2624,54410,39,1405,0.2885,0.695,61.5385,-0.5314,26.1808,741,-0.2333,-0.6522,60.5422,0.58,27.8614,664
10,0.24,0.21,0.3072,73280,52,1405,0.3351,0.9101,61.5385,-0.7124,31.5789,741,-0.2761,-0.8258,60.241,0.6869,32.2289,664
2,0.24,0.22,0.3359,78200,61,1287,0.3487,0.5144,77.025,-0.3839,12.3711,679,-0.3215,-0.4805,77.3026,0.3997,12.5,608
5,0.24,0.22,0.2603,49020,38,1287,0.2934,0.7053,61.7084,-0.538,26.3623,679,-0.2234,-0.6533,59.5395,0.5754,28.7829,608
10,0.24,0.22,0.3039,65850,51,1287,0.3355,0.9231,61.1193,-0.7223,31.6642,679,-0.2686,-0.8256,59.7039,0.6719,33.3882,608
2,0.24,0.23,0.3339,72070,60,1198,0.3468,0.5168,76.8254,-0.3859,13.0159,630,-0.3195,-0.4768,77.6408,0.3942,12.8521,568
5,0.24,0.23,0.2553,43850,37,1198,0.289,0.7181,60.6349,-0.5392,27.1429,630,-0.218,-0.6527,59.507,0.5867,29.0493,568
10,0.24,0.23,0.2974,58970,49,1198,0.3265,0.923,60.7937,-0.7353,31.9048,630,-0.2651,-0.8236,59.6831,0.684,33.0986,568
2,0.24,0.24,0.3351,67126,61,1109,0.3546,0.5268,76.6031,-0.3716,13.1716,577,-0.314,-0.4736,77.4436,0.3955,13.3459,532
5,0.24,0.24,0.2597,42040,38,1109,0.2998,0.744,60.6586,-0.5463,27.7296,577,-0.2162,-0.6505,59.5865,0.5922,28.9474,532
10,0.24,0.24,0.3059,57400,52,1109,0.348,0.9454,61.5251,-0.7573,30.8492,577,-0.2602,-0.8258,59.7744,0.7097,32.8947,532
2,0.24,0.25,0.3394,63686,62,1030,0.3618,0.5363,76.6667,-0.3861,12.7778,540,-0.3148,-0.4777,77.551,0.4011,13.8776,490
5,0.24,0.25,0.2669,41270,40,1030,0.3078,0.7482,61.1111,-0.549,27.2222,540,-0.2218,-0.6694,60,0.6248,28.7755,490
10,0.24,0.25,0.303,52430,51,1030,0.3404,0.9462,61.2963,-0.7749,30.9259,540,-0.2618,-0.841,59.7959,0.7335,32.8571,490
2,0.24,0.26,0.3408,58886,62,946,0.3586,0.5351,76.6129,-0.3976,12.9032,496,-0.3212,-0.4877,77.5556,0.395,14.4444,450
5,0.24,0.26,0.2749,40190,42,946,0.3183,0.7652,61.4919,-0.5593,27.2177,496,-0.2271,-0.6799,60.6667,0.6516,28.4444,450
10,0.24,0.26,0.3101,50180,53,946,0.3464,0.9664,60.6855,-0.7734,31.0484,496,-0.2702,-0.8535,60.6667,0.7477,33.1111,450
2,0.24,0.27,0.3434,54563,63,866,0.3614,0.5353,76.6004,-0.3801,12.8035,453,-0.3236,-0.4904,77.4818,0.388,14.5278,413
5,0.24,0.27,0.2771,37360,43,866,0.3179,0.7731,60.7064,-0.5488,27.5938,453,-0.2324,-0.6885,61.0169,0.6681,28.0872,413
10,0.24,0.27,0.3102,45940,53,866,0.3415,0.9469,61.1479,-0.7631,31.1258,453,-0.2758,-0.8602,60.7748,0.7556,32.6877,413
2,0.24,0.28,0.3454,50513,64,794,0.3593,0.5371,76.3158,-0.3776,13.3971,418,-0.3299,-0.4994,76.8617,0.3687,14.6277,376
5,0.24,0.28,0.2864,36460,46,794,0.3289,0.7898,60.7656,-0.5487,27.512,418,-0.2391,-0.7061,60.6383,0.6645,28.4574,376
10,0.24,0.28,0.3176,43900,55,794,0.3467,0.9469,61.7225,-0.7705,30.8612,418,-0.2854,-0.8934,60.1064,0.7568,33.2447,376
2,0.24,0.29,0.3476,45966,64,715,0.3665,0.5433,77.0449,-0.3949,13.1926,379,-0.3263,-0.4951,77.0833,0.3715,14.881,336
5,0.24,0.29,0.2862,32780,46,715,0.3417,0.8118,60.4222,-0.5476,27.1768,379,-0.2235,-0.7177,58.9286,0.6768,29.4643,336
10,0.24,0.29,0.318,39620,55,715,0.3594,0.9853,61.2137,-0.7765,31.3984,379,-0.2714,-0.92,58.0357,0.7603,34.5238,336
2,0.24,0.3,0.3465,42213,64,660,0.3625,0.5464,76.3848,-0.4097,13.4111,343,-0.3293,-0.4956,76.9716,0.3518,14.8265,317
5,0.24,0.3,0.2842,29880,45,660,0.3318,0.831,59.1837,-0.5719,27.9883,343,-0.2328,-0.7382,58.6751,0.6755,29.653,317
10,0.24,0.3,0.3273,38400,58,660,0.3606,1,60.9329,-0.7898,31.4869,343,-0.2912,-0.933,58.3596,0.7367,34.3849,317
2,0.24,0.31,0.3525,39126,66,595,0.3649,0.5548,75.2443,-0.3844,13.6808,307,-0.3394,-0.5014,77.0833,0.3314,14.2361,288
5,0.24,0.31,0.2812,26390,44,595,0.3254,0.8494,57.329,-0.5701,28.3388,307,-0.234,-0.7379,58.6806,0.6988,28.4722,288
10,0.24,0.31,0.3281,34760,58,595,0.3668,1.0086,60.9121,-0.7917,31.2704,307,-0.2868,-0.9429,58.3333,0.7657,34.375,288
2,0.24,0.32,0.355,37503,66,564,0.3726,0.559,75.5932,-0.3686,13.5593,295,-0.3356,-0.488,78.4387,0.3339,14.1264,269
5,0.24,0.32,0.2846,25590,45,564,0.3349,0.8675,57.2881,-0.569,28.4746,295,-0.2294,-0.7465,57.6208,0.6923,28.9963,269
10,0.24,0.32,0.3324,33690,60,564,0.3695,1.0395,60,-0.7895,32.2034,295,-0.2918,-0.9548,58.3643,0.7761,34.2007,269
2,0.24,0.33,0.3592,35230,68,520,0.3744,0.5644,75.5474,-0.385,13.5036,274,-0.3422,-0.4856,79.6748,0.333,13.4146,246
5,0.24,0.33,0.291,24590,47,520,0.3339,0.8782,56.9343,-0.5688,29.1971,274,-0.2431,-0.7685,58.1301,0.7157,28.4553,246
10,0.24,0.33,0.341,32390,62,520,0.3635,1.0297,60.219,-0.7899,32.4818,274,-0.3159,-0.9869,58.9431,0.7694,34.5528,246
2,0.24,0.34,0.3624,33120,69,482,0.3746,0.5676,75.4864,-0.4072,13.2296,257,-0.3484,-0.4927,80,0.343,13.3333,225
5,0.24,0.34,0.284,21790,45,482,0.3128,0.8708,56.0311,-0.5769,30.3502,257,-0.2511,-0.7744,59.1111,0.7381,28,225
10,0.24,0.34,0.3438,30430,63,482,0.3623,1.0416,59.9222,-0.7918,33.0739,257,-0.3227,-1.0129,58.6667,0.7833,34.6667,225
2,0.24,0.35,0.367,31550,70,450,0.3867,0.5722,76.0331,-0.3774,12.8099,242,-0.3442,-0.4956,79.3269,0.3513,13.9423,208
5,0.24,0.35,0.2922,21450,48,450,0.3339,0.8934,56.1983,-0.5653,29.7521,242,-0.2438,-0.782,58.6538,0.7576,28.3654,208
10,0.24,0.35,0.3553,29970,67,450,0.3905,1.0612,60.7438,-0.7987,31.8182,242,-0.3144,-1.0248,58.1731,0.8027,35.0962,208
2,0.24,0.36,0.3745,30460,72,421,0.3906,0.5729,76.9912,-0.38,13.2743,226,-0.3558,-0.5043,80,0.3715,12.8205,195
5,0.24,0.36,0.2943,20330,48,421,0.3221,0.8766,56.6372,-0.571,30.531,226,-0.2621,-0.7798,61.0256,0.8019,26.6667,195
10,0.24,0.36,0.3634,29060,69,421,0.3938,1.0374,61.5044,-0.8,30.531,226,-0.3282,-1.0304,58.9744,0.8258,33.8462,195
2,0.24,0.37,0.3879,30167,76,395,0.3987,0.5761,77.9343,-0.3963,12.6761,213,-0.3752,-0.5092,81.8681,0.3614,11.5385,182
5,0.24,0.37,0.3086,20770,53,395,0.3268,0.9008,55.8685,-0.5697,30.9859,213,-0.2874,-0.7868,62.6374,0.7957,25.8242,182
10,0.24,0.37,0.3782,29020,73,395,0.3934,1.042,61.5023,-0.7985,30.9859,213,-0.3604,-1.062,59.3407,0.8183,32.967,182
2,0.24,0.38,0.3893,27797,77,362,0.4017,0.5733,78.392,-0.3958,12.0603,199,-0.3742,-0.5088,82.2086,0.3994,11.0429,163
5,0.24,0.38,0.3146,19690,54,362,0.3337,0.9227,55.2764,-0.5571,31.6583,199,-0.2914,-0.7942,63.8037,0.8357,25.7669,163
10,0.24,0.38,0.3856,27400,76,362,0.3955,1.0582,61.3065,-0.8,31.6583,199,-0.3736,-1.0948,59.5092,0.8712,31.9018,163
2,0.24,0.39,0.3993,26730,80,335,0.414,0.5774,79.2553,-0.41,10.6383,188,-0.3805,-0.5006,83.6735,0.3528,10.8844,147
5,0.24,0.39,0.3731,24100,72,335,0.3649,0.9336,56.9149,-0.5397,30.8511,188,-0.3837,-0.8226,63.2653,0.5289,25.8503,147
10,0.24,0.39,0.4313,29950,89,335,0.4239,1.0735,62.234,-0.778,31.383,188,-0.4408,-1.1011,61.2245,0.7457,31.2925,147
2,0.25,0.05,0.3035,164059,51,3213,0.3134,0.4494,76.9666,-0.3202,10.1322,1589,-0.2939,-0.4101,79.0025,0.3401,8.867,1624
5,0.25,0.05,0.2435,106230,33,3213,0.2622,0.5712,64.0654,-0.4493,23.0963,1589,-0.2253,-0.5259,63.4236,0.4639,23.3374,1624
10,0.25,0.05,0.2726,134220,42,3213,0.2965,0.748,61.5481,-0.5636,29.0749,1589,-0.2492,-0.6605,61.9458,0.5599,28.5714,1624
2,0.25,0.06,0.3051,163769,52,3179,0.315,0.4516,77.0013,-0.3202,10.2287,1574,-0.2953,-0.4114,79.1277,0.339,8.9097,1605
5,0.25,0.06,0.2441,105670,33,3179,0.2635,0.574,64.1042,-0.4507,23.1893,1574,-0.2252,-0.5287,63.2399,0.4647,23.4891,1605
10,0.25,0.06,0.2741,134260,42,3179,0.2985,0.7513,61.69,-0.5646,29.2249,1574,-0.2502,-0.6635,61.8692,0.5593,28.6604,1605
2,0.25,0.07,0.3067,161709,52,3109,0.3162,0.4541,76.978,-0.3209,10.3761,1542,-0.2973,-0.4148,79.0683,0.3386,9.0619,1567
5,0.25,0.07,0.2457,104840,34,3109,0.2653,0.5783,64.2672,-0.453,23.476,1542,-0.2265,-0.5348,63.1142,0.4652,23.8673,1567
10,0.25,0.07,0.2759,132980,43,3109,0.3013,0.7582,61.8029,-0.5695,29.3774,1542,-0.2509,-0.669,61.9017,0.562,29.0364,1567
2,0.25,0.08,0.3087,158219,53,3008,0.3189,0.4561,77.312,-0.3226,10.4458,1503,-0.2984,-0.4183,78.9369,0.3396,9.3688,1505
5,0.25,0.08,0.2437,99610,33,3008,0.2652,0.5822,64.0719,-0.4553,23.686,1503,-0.2223,-0.5369,62.7243,0.4669,24.5183,1505
10,0.25,0.08,0.2743,127240,42,3008,0.3011,0.7632,61.6766,-0.5741,29.5409,1503,-0.2476,-0.676,61.5282,0.5682,29.6346,1505
2,0.25,0.09,0.3113,154909,53,2901,0.3209,0.4601,77.1881,-0.3245,10.5445,1451,-0.3017,-0.4228,79.1034,0.3458,9.4483,1450
5,0.25,0.09,0.245,97140,33,2901,0.2658,0.5891,63.6802,-0.4544,24.0524,1451,-0.2241,-0.5433,62.7586,0.4748,24.6207,1450
10,0.25,0.09,0.2779,125820,43,2901,0.3054,0.7713,61.6127,-0.5784,29.3591,1451,-0.2504,-0.683,61.7931,0.5802,29.5862,1450
2,0.25,0.1,0.3131,148616,54,2755,0.3228,0.4642,76.9679,-0.3214,10.7143,1372,-0.3036,-0.4277,78.9588,0.3469,9.8337,1383
5,0.25,0.1,0.2454,92660,34,2755,0.2678,0.5944,63.6297,-0.4563,24.1983,1372,-0.2233,-0.5508,62.4729,0.4788,25.235,1383
10,0.25,0.1,0.2772,118880,43,2755,0.3079,0.7818,61.3703,-0.5854,29.3732,1372,-0.2467,-0.6866,61.5329,0.5886,29.8626,1383
2,0.25,0.11,0.3159,143366,55,2617,0.327,0.4661,77.6165,-0.323,10.7716,1309,-0.3049,-0.4319,78.7462,0.3491,10.0917,1308
5,0.25,0.11,0.2429,86000,33,2617,0.2661,0.5992,63.2544,-0.459,24.5989,1309,-0.2196,-0.5531,62.3089,0.4866,25.6881,1308
10,0.25,0.11,0.2749,111110,42,2617,0.307,0.791,61.1154,-0.589,29.9465,1309,-0.2427,-0.6932,61.0092,0.5925,30.4281,1308
2,0.25,0.12,0.3195,137326,56,2459,0.3297,0.4714,77.6509,-0.3275,11.093,1226,-0.3093,-0.4369,79.0754,0.3538,10.219,1233
5,0.25,0.12,0.2456,82840,34,2459,0.2685,0.6131,62.8059,-0.4625,25.2039,1226,-0.2229,-0.5596,62.6926,0.501,25.5474,1233
10,0.25,0.12,0.2767,105760,43,2459,0.3046,0.8003,60.7667,-0.5957,30.5057,1226,-0.249,-0.704,61.3139,0.6054,30.1703,1233
2,0.25,0.13,0.3221,130786,57,2309,0.3297,0.4752,77.2414,-0.3276,11.3793,1160,-0.3145,-0.4436,79.1123,0.3579,10.1828,1149
5,0.25,0.13,0.2466,78430,34,2309,0.2654,0.6186,62.4138,-0.4746,25.431,1160,-0.2275,-0.5736,62.3151,0.5061,25.6745,1149
10,0.25,0.13,0.2803,101800,44,2309,0.3054,0.8142,60.6034,-0.6092,30.8621,1160,-0.2549,-0.7182,61.7058,0.6233,30.2002,1149
2,0.25,0.14,0.3237,122663,57,2148,0.3311,0.478,77.214,-0.3345,11.3469,1084,-0.3161,-0.4491,78.8534,0.3647,10.4323,1064
5,0.25,0.14,0.244,71310,33,2148,0.2611,0.63,61.5314,-0.4814,26.2915,1084,-0.2266,-0.5867,61.6541,0.5099,26.5038,1064
10,0.25,0.14,0.2802,94650,44,2148,0.3037,0.8229,60.5166,-0.6231,31.1808,1084,-0.2563,-0.7322,61.5602,0.6347,30.6391,1064
2,0.25,0.15,0.3252,115129,58,2000,0.33,0.4799,76.9382,-0.3385,11.58,1019,-0.3202,-0.4552,79.001,0.3829,10.2956,981
5,0.25,0.15,0.2477,68620,34,2000,0.2635,0.6392,61.1384,-0.4822,26.3984,1019,-0.2313,-0.6003,61.6718,0.5183,26.8094,981
10,0.25,0.15,0.2826,89530,45,2000,0.3058,0.8299,60.6477,-0.633,31.2071,1019,-0.2584,-0.7451,61.4679,0.6483,30.7849,981
2,0.25,0.16,0.3271,108409,58,1865,0.3343,0.4873,76.7782,-0.3367,11.8201,956,-0.3195,-0.4601,78.5479,0.3846,10.8911,909
5,0.25,0.16,0.25,65290,35,1865,0.2683,0.6493,61.0879,-0.485,26.4644,956,-0.2308,-0.6104,61.4961,0.5341,27.0627,909
10,0.25,0.16,0.2866,85780,46,1865,0.3149,0.8409,61.0879,-0.6422,30.9623,956,-0.257,-0.7569,60.9461,0.6585,31.0231,909
2,0.25,0.17,0.3299,100713,59,1708,0.3364,0.4923,76.7416,-0.3412,12.1348,890,-0.3228,-0.4646,78.7286,0.3909,11.0024,818
5,0.25,0.17,0.2546,62150,36,1708,0.2682,0.6457,61.236,-0.4858,26.1798,890,-0.2399,-0.6285,61.7359,0.5534,26.7726,818
10,0.25,0.17,0.2923,81470,48,1708,0.3161,0.8481,61.236,-0.6554,31.0112,890,-0.2665,-0.7821,60.7579,0.6694,31.1736,818
2,0.25,0.18,0.3299,93456,59,1585,0.3324,0.4912,76.3923,-0.3408,12.5908,826,-0.3272,-0.4706,78.7879,0.3985,10.9354,759
5,0.25,0.18,0.25,55490,35,1585,0.2639,0.6492,61.0169,-0.4964,26.6344,826,-0.2349,-0.6369,61.1331,0.5662,27.2727,759
10,0.25,0.18,0.2868,72950,46,1585,0.3074,0.844,61.3801,-0.6718,31.3559,826,-0.2643,-0.7893,60.4743,0.6794,31.357,759
2,0.25,0.19,0.3289,85666,59,1460,0.3307,0.496,75.7256,-0.351,12.7968,758,-0.327,-0.4732,78.7749,0.4112,11.1111,702
5,0.25,0.19,0.2534,52600,36,1460,0.271,0.6583,61.0818,-0.4995,26.2533,758,-0.2345,-0.6478,61.1111,0.587,27.4929,702
