9:14:00,2247.6,2247.2,2247.8,309,2,3
9:15:00,2246.6,2246.4,2247,172,3,10
9:15:01,2246.6,2246.2,2246.6,187,14,2
9:15:01,2246.4,2245,2246,109,80,2
9:15:02,2245.4,2245.4,2245.8,81,13,12
9:15:02,2245.2,2245.2,2246.2,48,19,3
9:15:03,2245.4,2245.2,2245.4,54,8,1
9:15:03,2245.4,2245.4,2246.2,93,5,6
9:15:04,2245.4,2245.2,2245.4,73,6,6
9:15:04,2245.8,2245.4,2246,45,14,11
9:15:05,2245.6,2245.2,2245.6,74,10,9
9:15:05,2245.2,2245,2245.2,47,51,8
9:15:06,2244.8,2244.6,2244.8,94,5,1
9:15:06,2244.8,2244.8,2245,96,7,37
9:15:07,2244.6,2244.2,2244.8,107,9,9
9:15:07,2244.8,2244.4,2244.8,66,36,5
9:15:08,2245.2,2245.2,2245.4,59,3,26
9:15:08,2245.4,2245.4,2246,75,37,1
9:15:09,2246,2246,2246.4,53,2,3
9:15:09,2246.4,2246.4,2246.6,38,34,6
9:15:10,2246.2,2246.2,2246.8,126,50,12
9:15:10,2246.4,2246.6,2246.8,20,5,7
9:15:11,2246.6,2246.4,2246.6,39,18,11
9:15:11,2246.8,2246.8,2247,41,1,49
9:15:12,2246.8,2246.6,2247,21,2,64
9:15:12,2246.4,2246.4,2246.6,67,6,2
9:15:13,2247,2247,2247.2,39,9,69
9:15:13,2247.2,2246.8,2247.4,91,2,3
9:15:14,2247.4,2247.4,2247.6,39,9,4
9:15:14,2247.6,2247.6,2247.8,40,21,17
9:15:15,2248,2247.8,2248,38,15,25
9:15:15,2248,2247.8,2248,60,27,16
9:15:16,2248.2,2248,2248.2,43,16,5
9:15:16,2248,2248,2248.2,40,9,19
9:15:17,2247.8,2247.8,2248,63,7,6
9:15:17,2248.2,2248.2,2248.4,50,7,2
9:15:18,2247.6,2247.4,2247.6,35,18,6
9:15:18,2247.6,2247.4,2247.6,22,15,34
9:15:19,2247.6,2247.4,2247.6,16,9,105
9:15:19,2247.4,2247.2,2247.4,43,6,97
9:15:20,2247.2,2247,2247.2,26,32,35
9:15:20,2246.8,2246.6,2246.8,40,24,4
9:15:21,2246.8,2246.6,2247.2,64,16,28
9:15:21,2246.8,2246.8,2247.6,104,3,186
9:15:22,2247.4,2247,2247.4,35,5,19
9:15:22,2246.8,2246.6,2246.8,36,9,10
9:15:23,2246.4,2246.2,2246.4,35,8,18
9:15:23,2246.4,2246.4,2246.6,38,60,1
9:15:24,2246.2,2246,2246.2,71,18,2
9:15:24,2246.2,2246,2246.2,8,17,5
9:15:25,2246.2,2246.2,2246.4,36,16,9
9:15:25,2246,2246,2246.2,33,21,13
9:15:26,2246,2246,2246.2,20,13,53
9:15:26,2246,2245.8,2246,17,13,91
9:15:27,2246,2245.6,2245.8,24,6,2
9:15:27,2245.6,2245.4,2245.6,16,12,21
9:15:28,2245.6,2245.4,2245.6,16,4,15
9:15:28,2245.4,2245.4,2245.6,46,7,23
9:15:29,2245.4,2245.2,2245.4,18,17,10
9:15:29,2245.4,2245.2,2245.4,12,19,10
9:15:30,2245.4,2245,2245.2,29,110,2
9:15:30,2245.2,2245,2245.2,41,99,20
9:15:31,2245,2245,2245.2,35,75,20
9:15:31,2245,2244.8,2245,87,42,30
9:15:32,2245,2244.8,2245,34,25,30
9:15:32,2244.4,2244.4,2244.8,46,3,28
9:15:33,2244.8,2244.4,2244.8,18,10,41
9:15:33,2244.4,2244,2244.4,56,10,8
9:15:34,2244,2243.8,2244,22,17,4
9:15:34,2243.8,2243.4,2243.8,93,2,5
9:15:35,2243,2243,2243.2,152,9,4
9:15:35,2243.2,2243.2,2243.4,59,26,6
9:15:36,2243.2,2243.6,2243.8,65,15,23
9:15:36,2243.6,2243.8,2244,43,3,2
9:15:37,2244.4,2243.8,2244.4,23,26,34
9:15:37,2244.2,2244,2244.2,19,21,2
9:15:38,2244.4,2244.2,2244.4,20,42,28
9:15:38,2244.4,2244.2,2244.4,54,5,13
9:15:39,2244.4,2244.4,2245,15,5,35
9:15:39,2244.4,2244.4,2244.8,14,16,4
9:15:40,2244.8,2244.8,2245,11,16,32
9:15:40,2244.8,2244.8,2245,6,37,31
9:15:41,2245,2244.8,2245,22,24,22
9:15:41,2245.2,2245,2245.2,80,54,1
9:15:42,2245.2,2245,2245.4,2,56,2
9:15:42,2245.4,2245.4,2245.8,8,3,5
9:15:43,2245.4,2245.4,2245.8,11,5,11
9:15:43,2245.4,2245.4,2245.6,11,1,2
9:15:44,2245.4,2245.4,2245.6,17,6,13
9:15:44,2245.4,2245.4,2245.6,2,4,21
9:15:45,2245.4,2245.4,2245.6,6,31,21
9:15:45,2245.4,2245.4,2246,45,20,91
9:15:46,2245.6,2245.6,2245.8,35,49,2
9:15:46,2245.8,2245.8,2246,4,1,85
9:15:47,2245.8,2245.8,2246,75,8,43
9:15:47,2245.8,2245.6,2245.8,65,18,7
9:15:48,2245.6,2245.6,2245.8,16,26,7
9:15:48,2245.8,2245.8,2246.2,31,17,24
9:15:49,2246.2,2245.8,2246.2,23,8,25
9:15:49,2246,2246,2246.2,23,6,22
9:15:50,2246.2,2246,2246.2,7,7,22
9:15:50,2246,2245.8,2246,13,41,1
9:15:51,2246,2245.8,2246,10,44,1
9:15:51,2246,2246,2246.2,7,26,10
9:15:52,2246.2,2246.2,2246.4,16,6,5
9:15:52,2246.4,2246.4,2246.6,8,3,5
9:15:53,2246.2,2246.2,2246.4,6,9,19
9:15:53,2246.4,2246.2,2246.4,10,5,21
9:15:54,2246,2246,2246.4,22,26,13
9:15:54,2246.4,2246.2,2246.4,23,16,8
9:15:55,2246.4,2246.4,2246.6,10,1,6
9:15:55,2246.4,2246,2246.4,4,6,43
9:15:56,2246.2,2246,2246.2,17,4,3
9:15:56,2245.8,2245.8,2246.4,47,26,18
9:15:57,2245.6,2245.6,2245.8,38,21,20
9:15:57,2245.8,2245.6,2245.8,12,26,8
9:15:58,2245.6,2245.6,2245.8,6,20,7
9:15:58,2245.8,2245.8,2246,11,70,3
9:15:59,2245.8,2245.8,2246,9,62,2
9:15:59,2246,2246,2246.2,14,44,8
9:16:00,2246,2246,2246.2,14,40,13
9:16:00,2246,2246,2246.4,26,65,27
9:16:01,2246,2246,2246.2,44,42,10
9:16:01,2246.4,2246.2,2246.4,36,4,9
9:16:02,2246,2246.2,2246.4,32,3,5
9:16:02,2246.4,2246.2,2246.4,24,6,4
9:16:03,2246,2246,2246.4,21,3,2
9:16:03,2246,2246,2246.4,17,6,7
9:16:04,2246.4,2246.2,2246.4,8,1,11
9:16:04,2246.4,2246.2,2246.4,12,8,5
9:16:05,2246.2,2246,2246.2,13,18,3
9:16:05,2246.4,2246.4,2246.6,9,3,14
9:16:06,2246.2,2246.2,2246.4,9,3,2
9:16:06,2246.2,2246,2246.2,19,83,13
9:16:07,2246.4,2246.2,2246.4,18,1,2
9:16:07,2246.4,2246.4,2246.6,19,23,16
9:16:08,2246.4,2246.4,2246.6,17,30,8
9:16:08,2247,2246.8,2247,20,5,29
9:16:09,2247,2246.6,2246.8,20,28,2
9:16:09,2247,2247,2247.2,24,32,8
9:16:10,2246.8,2246.8,2247,46,1,2
9:16:10,2247,2246.6,2246.8,11,28,4
9:16:11,2246.6,2246.4,2246.6,39,15,5
9:16:11,2247,2246.6,2247,8,1,7
9:16:12,2247,2246.4,2246.8,4,15,2
